"ace","id","section_code","status_1","status_2","status_3","status_4","status_5","order_status","update_user1","update_user2","update_user3","update_user4","update_user5","checked1_by","update_date2","update_date3","update_date4","checked1_date","reason_1","reason_2","reason_3","reason_4","rfq_status","budget_location"
"ACE2203309","706","524604","1","2","3","4","5","0","ze261092","ze272264","ze321419","ze301736","ze043110",,"2022-04-06 09:25:07","2022-04-08 10:05:24","2022-04-12 09:42:20","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22033182","707","525000","1","1","0","0","0","0","ze292117","ze325650",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Reduce number of Desks and chairs. SA bought her furniture seperately",,,,"0","525000"
"ACE22040164","708","527001","1","1","0","0","0","0","ze42510","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Put 300000 as the estimate cost",,,,"0","527001"
"ACE22040198","709","524501","1","1","0","0","0","0","ze225282","ze10855",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Use correct title - not Revenue Clerk",,,,"0","524501"
"ACE22040418","710","525000","1","1","0","0","0","0","ze246808","ze325650",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","To be bought under Chitungwiza District budget",,,,"0","525000"
"ACE22040595","711","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-04-08 11:21:09","2022-04-08 01:50:17","2022-04-12 09:42:11","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22040517","712","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-11 11:31:44","2022-04-21 12:17:56","2022-04-22 03:01:57","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22040563","713","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-04-08 11:08:25","2022-04-08 01:50:05","2022-04-12 09:42:02","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22040532","714","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-04-08 11:04:19","2022-04-08 01:49:56","2022-04-12 09:41:52","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22040571","715","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-04-08 11:00:43","2022-04-08 01:49:48","2022-04-12 09:40:11","0000-00-00 00:00:00",,,,,"0","524001"
"ACE2204055","716","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:26:40","2022-04-21 12:17:34","2022-04-22 03:01:44","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22040514","717","526001","1","2","3","4","5","0","ze291412","ze234001","ze239429","ze301736","ze043110",,"2022-04-20 10:59:33","2022-04-21 12:17:16","2022-04-22 03:01:33","0000-00-00 00:00:00",,,,,"0","526001"
"ACE22040577","718","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:25:00","2022-04-21 12:15:37","2022-04-22 03:01:15","0000-00-00 00:00:00",,,,,"0","524401"
"ACE2204062","719","524502","1","2","2","0","0","0","ze7269","ze10855","ze42366",,,,"2022-04-11 11:32:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"The item does not require ACE, it is maintenance item",,,"0","524501"
"ACE22040654","720","524502","1","2","3","4","5","0","ze7269","ze10855","ze42366","ze301736","ze043110",,"2022-04-11 11:31:19","2022-04-21 12:15:18","2022-04-22 03:00:53","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22040642","721","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:22:24","2022-04-21 12:16:58","2022-04-22 03:00:38","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22040610","722","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:18:52","2022-04-21 12:16:36","2022-04-22 03:00:21","0000-00-00 00:00:00",,,,,"0","524401"
"ACE2204065","723","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:16:35","2022-04-21 12:16:15","2022-04-22 02:10:59","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22040652","724","527001","1","2","3","4","5","0","ze42510","ze300950","ze239429","ze301736","ze043110",,"2022-04-08 11:37:50","2022-04-08 01:49:39","2022-04-12 09:38:49","0000-00-00 00:00:00",,,,,"0","527001"
"ACE22040715","725","526001","1","1","0","0","0","0","ze291412","ze234001",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Do not attach a quotation on the ACE. Attach specifications like you did on computers ACE",,,,"0","526001"
"ACE22040774","726","524401","1","2","3","4","5","0","ze34045","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:13:22","2022-04-21 12:14:05","2022-04-22 02:10:40","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22040721","727","524401","1","1","0","0","0","0","ze34045","ze276111",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","raise as a petty cash",,,,"0","524401"
"ACE22040730","728","524704","1","2","2","0","0","0","ze249246","ze333352","ze259063",,,,"2022-04-25 02:38:44","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Duplicate",,,"0","524701"
"ACE22040789","729","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-04-11 09:20:19","2022-04-21 12:14:56","2022-04-22 02:10:03","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22040825","730","527001","1","2","3","4","5","0","ze300950","ze294136","ze239429","ze301736","ze043110",,"2022-04-20 10:36:48","2022-04-21 12:14:38","2022-04-22 02:09:47","0000-00-00 00:00:00",,,,,"0","527001"
"ACE22040877","731","527001","1","2","3","4","5","0","ze300950","ze294136","ze239429","ze301736","ze043110",,"2022-04-20 10:28:32","2022-04-21 12:14:19","2022-04-22 02:08:36","0000-00-00 00:00:00",,,,,"0","527001"
"ACE22040860","732","527001","1","1","0","0","0","0","ze300950","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","We now need one since we bought 2 for Waterfalls.  Lets channel the funds to 24 port switches",,,,"0","527001"
"ACE22040830","733","523001","1","2","3","4","5","0","ze347558","ze309702","ze239429","ze301736","ze043110",,"2022-04-20 10:48:40","2022-04-21 12:18:29","2022-04-22 02:08:25","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22040828","734","523001","1","2","3","4","5","0","ze347558","ze309702","ze239429","ze301736","ze043110",,"2022-04-20 10:51:39","2022-04-21 12:18:44","2022-04-22 02:08:04","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22041190","735","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-12 03:26:18","2022-04-21 12:19:11","2022-04-22 02:07:51","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041158","736","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-04-20 10:20:48","2022-04-20 05:53:46","2022-04-22 02:07:38","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22041299","737","524502","1","1","0","0","0","0","ze302163","ze10855",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","There is no price on ACE",,,,"0","524501"
"ACE22041213","738","524502","1","1","0","0","0","0","ze302163","ze10855",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","There is no price on ACE",,,,"0","524501"
"ACE22041258","739","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:19:42","2022-04-20 05:53:34","2022-04-22 02:07:26","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041288","740","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:19:18","2022-04-20 05:53:22","2022-04-22 02:06:45","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041217","741","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:18:58","2022-04-20 05:53:13","2022-04-22 02:06:28","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041268","742","524603","1","1","0","0","0","0","ze283606","ze272264",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","May you attach a proper ACE explanatory note",,,,"0","524601"
"ACE22041245","743","524604","1","1","0","0","0","0","ze261092","ze272264",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Correct the justification as discussed and resubmit",,,,"0","524601"
"ACE22041221","744","524604","1","1","0","0","0","0","ze261092","ze272264",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Your justification should indicate that you are using the Computer budget",,,,"0","524601"
"ACE22041372","745","524603","1","2","3","4","5","0","ze283606","ze272264","ze321419","ze301736","ze043110",,"2022-04-14 11:17:32","2022-04-20 05:53:01","2022-04-22 02:05:54","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22041389","746","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Wrong budget selected.",,,,"0","524701"
"ACE22041353","747","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:18:26","2022-04-20 05:52:49","2022-04-22 02:05:08","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041395","748","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-04-21 10:01:33","2022-04-21 12:19:31","2022-04-22 02:04:18","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2204132","749","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 09:17:51","2022-05-09 08:36:15","2022-05-10 05:16:08","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041387","750","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 09:14:24","2022-05-09 08:36:35","2022-05-10 05:15:57","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041341","751","524402","1","2","2","0","0","0","ze345237","ze276111","ze232459",,,,"2022-05-23 10:59:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Expense items",,,"0","524401"
"ACE22041383","752","524604","1","2","3","4","5","0","ze261092","ze272264","ze321419","ze301736","ze043110",,"2022-04-14 11:16:41","2022-04-20 05:52:38","2022-04-22 02:03:55","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22041388","753","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 09:08:12","2022-05-09 08:37:11","2022-05-10 05:15:47","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041343","754","524604","1","2","3","4","5","0","ze261092","ze272264","ze321419","ze301736","ze043110",,"2022-04-14 11:15:37","2022-04-20 05:52:24","2022-04-22 02:03:40","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22041316","755","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 09:02:13","2022-05-09 08:59:02","2022-05-10 05:15:35","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041344","756","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:53:49","2022-05-09 08:59:13","2022-05-10 05:15:25","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041349","757","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:51:19","2022-05-09 08:59:22","2022-05-10 05:15:12","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041392","758","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:48:42","2022-05-09 08:59:30","2022-05-10 05:15:00","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041366","759","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:46:00","2022-05-09 08:59:44","2022-05-10 05:14:49","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041363","760","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:43:06","2022-05-09 09:00:03","2022-05-10 05:14:36","0000-00-00 00:00:00",,,,,"0","524401"
"ACE2204135","761","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:40:33","2022-05-09 09:00:27","2022-05-10 05:14:27","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041314","762","524402","1","2","3","4","5","0","ze345237","ze276111","ze232459","ze301736","ze043110",,"2022-05-06 08:37:45","2022-05-09 09:00:39","2022-05-10 05:14:16","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041380","763","523001","1","2","3","4","5","0","ze346373","ze309702","ze239429","ze301736","ze043110",,"2022-04-20 11:21:01","2022-04-20 05:52:07","2022-04-22 02:03:15","0000-00-00 00:00:00",,,,,"1","523001"
"ACE22041337","764","523001","1","2","3","4","5","0","ze346373","ze309702","ze239429","ze301736","ze043110",,"2022-04-20 11:44:56","2022-04-20 05:51:58","2022-04-22 02:03:04","0000-00-00 00:00:00",,,,,"1","523001"
"ACE22041434","765","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:49:53","2022-05-05 12:47:08","2022-05-10 05:14:05","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041452","766","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:49:32","2022-05-05 12:46:40","2022-05-10 05:13:51","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041435","767","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:49:04","2022-05-05 12:45:36","2022-05-10 05:13:39","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22041497","768","524502","1","2","3","4","5","0","ze302163","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:17:29","2022-04-20 05:51:49","2022-04-22 02:02:50","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041442","769","524502","1","2","3","4","5","0","ze302163","ze10855","ze42366","ze301736","ze043110",,"2022-04-19 10:16:53","2022-04-20 05:51:38","2022-04-22 02:02:39","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22041927","770","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-04-20 10:56:56","2022-04-20 05:51:26","2022-04-22 02:02:26","0000-00-00 00:00:00",,,,,"0","524501"
"ACE2204197","771","524403","1","1","0","0","0","0","ze278491","ze276111",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","lets raise purchase above 20000 and raise a PR ",,,,"0","524401"
"ACE22041922","772","524601","1","2","3","4","5","0","ze257478","ze272264","ze321419","ze301736","ze043110",,"2022-04-19 02:29:34","2022-04-20 05:48:55","2022-04-22 02:02:11","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22042047","773","524705","1","2","2","0","0","0","ze44482","ze333352","ze259063",,,,"2022-04-25 02:38:24","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Duplicate",,,"0","524701"
"ACE22042056","774","524705","1","2","3","4","5","0","ze44482","ze333352","ze259063","ze301736","ze043110",,"2022-04-21 09:59:39","2022-04-21 12:19:46","2022-04-22 02:01:33","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042048","775","523001","1","2","3","4","5","0","ze293091","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 12:20:42","2022-04-25 03:01:46","2022-04-25 06:08:24","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042038","776","523001","1","2","3","4","5","0","ze293091","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 12:18:26","2022-04-25 03:01:39","2022-04-25 06:08:14","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042011","777","523001","1","2","3","4","5","0","ze293091","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 12:11:53","2022-04-25 03:01:31","2022-04-25 06:07:59","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042014","778","523001","1","2","3","4","5","0","ze293091","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 12:16:27","2022-04-25 03:01:22","2022-04-25 06:07:43","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042083","779","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-04-21 09:57:43","2022-04-21 12:20:03","2022-04-22 02:01:21","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042143","780","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-04-25 12:53:07","2022-04-25 03:01:02","2022-04-25 06:05:02","0000-00-00 00:00:00",,,,,"0","524001"
"ACE2204217","781","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:53:44","2022-04-25 03:00:37","2022-04-25 06:07:32","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2204214","782","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:52:51","2022-04-25 03:00:31","2022-04-25 06:07:12","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042194","783","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:51:33","2022-04-25 03:00:26","2022-04-25 06:07:01","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042156","784","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:50:28","2022-04-25 02:59:09","2022-04-25 06:06:46","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042183","785","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:49:07","2022-04-25 03:00:21","2022-04-25 06:06:36","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042173","786","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:47:33","2022-04-25 03:00:09","2022-04-25 06:06:25","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042123","787","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:45:01","2022-04-25 03:00:04","2022-04-25 06:06:14","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2204212","788","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:43:04","2022-04-25 02:59:59","2022-04-25 06:05:24","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042180","789","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:40:38","2022-04-25 02:59:39","2022-04-25 06:05:14","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042155","790","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:39:43","2022-04-25 02:59:31","2022-04-25 06:04:39","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042134","791","524504","1","2","3","4","5","0","ze242594","ze10855","ze42366","ze301736","ze043110",,"2022-04-25 02:35:52","2022-04-25 02:59:26","2022-04-25 06:03:39","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22042160","792","524504","1","2","3","4","5","0","ze242594","ze10855","ze42366","ze301736","ze043110",,"2022-04-25 02:35:17","2022-04-25 02:59:22","2022-04-25 06:03:30","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22042192","793","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-04-25 12:37:34","2022-04-25 02:59:16","2022-04-25 06:03:14","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042261","794","524701","1","2","3","3","0","0","ze30570","ze333352","ze259063","ze301736",,,"2022-04-25 04:06:52","2022-04-27 10:32:58","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"PLEASE CORRECT BUDGET YEAR FROM 2020 TO 2022",,"0","524701"
"ACE22042264","795","524502","1","2","2","0","0","0","ze332666","ze10855","ze42366",,,,"2022-04-25 02:32:41","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"ITEMS NOT OF A CAPITAL NATURE. DO PURCHASE REQUISITIONS ",,,"0","524501"
"ACE22042584","796","523001","1","2","3","4","5","0","ze296538","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 03:11:53","2022-04-25 03:36:08","2022-04-25 06:03:01","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042522","797","523001","1","1","0","0","0","0","ze296538","ze309702",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","redo",,,,"0","523001"
"ACE22042513","798","523001","1","2","3","4","5","0","ze296538","ze309702","ze239429","ze301736","ze043110",,"2022-04-25 03:30:28","2022-04-25 03:36:28","2022-04-25 06:02:49","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22042666","799","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:48:30","2022-05-05 12:45:16","2022-05-10 05:13:26","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22042612","800","524403","1","1","0","0","0","0","ze278491","ze276111",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","not in compliance with the current admin note",,,,"0","524401"
"ACE22042683","801","524401","1","1","0","0","0","0","ze34045","ze276111",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Double request of same item by same section... ACE2204055",,,,"0","524401"
"ACE22042669","802","524101","1","2","3","4","5","0","ze237485","ze332259","ze239429","ze301736","ze043110",,"2022-08-17 20:46:59","2022-08-17 13:51:52","2022-08-18 18:11:29","0000-00-00 00:00:00",,,,,"0","524101"
"ACE22042698","803","524101","1","2","3","4","5","0","ze237485","ze332259","ze239429","ze301736","ze043110",,"2022-07-18 12:14:33","2022-07-18 01:29:17","2022-07-18 03:18:12","0000-00-00 00:00:00",,,,,"0","524101"
"ACE22042668","804","524101","1","1","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplicate",,,,"0","524101"
"ACE22042658","805","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:37:31","2022-05-05 12:44:39","2022-05-10 05:13:13","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22042682","806","524101","1","1","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplicate",,,,"0","524101"
"ACE22042663","807","524101","1","1","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplicate",,,,"0","524101"
"ACE22042681","808","524101","1","1","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplicate",,,,"0","524101"
"ACE22042634","809","524101","1","1","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Dupicate",,,,"0","524101"
"ACE22042677","810","524403","1","2","3","4","5","0","ze278491","ze276111","ze232459","ze301736","ze043110",,"2022-05-05 08:33:27","2022-05-05 12:44:22","2022-05-10 05:12:59","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22042684","811","524101","1","2","2","0","0","0","ze237485","ze332259","ze239429",,,,"2022-12-20 12:19:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"time lapse",,,"0","524101"
"ACE22042642","812","524101","1","2","2","0","0","0","ze237485","ze332259","ze239429",,,,"2022-12-20 12:19:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"time lapse",,,"0","524101"
"ACE22042699","813","524101","1","2","2","0","0","0","ze237485","ze332259","ze239429",,,,"2022-12-20 12:19:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"time lapse",,,"0","524101"
"ACE22042648","814","524101","1","2","2","0","0","0","ze237485","ze332259","ze239429",,,,"2022-12-20 12:19:02","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"time lapse",,,"0","524101"
"ACE22042673","815","524101","1","2","2","0","0","0","ze237485","ze332259","ze239429",,,,"2022-12-20 12:18:25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"time lapse",,,"0","524101"
"ACE22042728","816","524701","1","2","2","0","0","0","ze30570","ze333352","ze259063",,,,"2022-05-09 10:50:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Duplicate Document",,,"0","524701"
"ACE22042711","817","524704","1","2","3","4","5","0","ze37222","ze333352","ze259063","ze301736","ze043110",,"2022-05-09 10:42:49","2022-05-09 01:23:47","2022-05-10 05:12:48","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042754","818","524704","1","2","3","4","5","0","ze37222","ze333352","ze259063","ze301736","ze043110",,"2022-05-09 10:41:31","2022-05-09 01:24:37","2022-05-10 05:12:35","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042789","819","524704","1","2","3","4","5","0","ze37222","ze333352","ze259063","ze301736","ze043110",,"2022-05-09 10:40:16","2022-05-09 01:24:53","2022-05-10 05:12:25","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042780","820","524704","1","2","3","4","5","0","ze249246","ze333352","ze259063","ze301736","ze043110",,"2022-05-09 10:39:33","2022-05-09 01:25:25","2022-05-10 05:12:12","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22042736","821","524704","1","2","3","4","5","0","ze249246","ze333352","ze259063","ze301736","ze043110",,"2022-05-09 10:38:17","2022-05-09 01:25:50","2022-05-10 05:11:57","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22050276","822","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-05-04 11:25:57","2022-05-05 12:42:42","2022-05-10 05:11:44","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22050342","823","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-07-18 11:41:17","2022-07-18 11:48:47","2022-07-18 03:17:52","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22050488","824","524703","1","1","0","0","0","0","ze321796","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Ladders are around $500 000.00 each.",,,,"0","524701"
"ACE22050473","825","524703","1","1","0","0","0","0","ze321796","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Ladders are around $500 000.00 each.",,,,"0","524701"
