"id","document_id","rfq_number","rfq_date","scope_of_work","item_required","qty","date_created","specifications","created_by","section_code","ace","ace_spec","proc_ref","region"
"427","RQ22021546","10225633","2022-02-15","mv ugc trenching s/s 1277",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc473620","harare"
"428","RQ22021567","10225635","2022-02-15","mv ugc trenching printflow ",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc473620","harare"
"429","RQ2202152","10225638","2022-02-15","mv ugc trenching for spaceborne / marina court",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc473620","harare"
"430","RQ22021550","10225639","2022-02-15","mv ugc trenching  s/s 2000 cct 3",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc473620","harare"
"431","RQ22021520","10225642","2022-02-15","mv ugc trenching s/s 1637 cct 2",,"0","2022-12-07 10:12:16","../specifications/","ze226769","524702",,,"acc473620","harare"
"432","RQ22021531","90225663","2022-02-15","Transportation of bricks to Parktown Waterfalls",,"0","2022-12-07 10:12:16","../specifications/1644933637scan0104.pdf","ze296538","523001",,,"acc473900","harare"
"433","RQ22021538","99225663","2022-02-15","Transportation of bricks to Parktown Waterfalls",,"0","2022-12-07 10:12:16","../specifications/1644933818scan0104.pdf","ze296538","523001",,,"acc473900","harare"
"434","RQ22021554","10225663","2022-02-15","Transportation of 45 238 pavers from Zimtile to Parktown Waterfalls new Depot
",,"0","2022-12-07 10:12:16","../specifications/1644935466scan0104.pdf","ze296538","523001",,,"acc473900","harare"
"435","RQ22021696","10222001","2021-12-02","650 Battery",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"436","RQ2202168","90222922","2021-12-30","ENGINE OIL",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"437","RQ22021662","10222922","2021-12-30","215XR15 TYRES",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"438","RQ22021675","10222924","2021-03-01","245R16 TYRES",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"439","RQ2202162","10224444","2022-01-22","SERVICE KIT NP200",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"440","RQ22021673","10224446","2022-01-26","WHEEL BEARING NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"441","RQ22021648","10224448","2022-01-26","5th Generation Isuzu timing belt",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"442","RQ22021641","10224449","2022-01-26","HT CABLES ISUZU",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"443","RQ22021613","10224451","2022-01-26","CLUTCH KIT ISUZU 6TH GENERATION ",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"444","RQ22021632","10224454","2022-01-26","STARTER MOTOR YD 25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"445","RQ22021610","10224453","2022-01-26","Alternator Nissan YD 25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"446","RQ22021692","10224465","2022-01-28","TRANSMISSION OIL",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"447","RQ22021666","10225770","2022-02-16","recondition injector pump & injectors",,"0","2022-12-07 10:12:16","../specifications/","ze303267","524201",,,"acc466607","harare"
"448","RQ2202167","10223178","2022-01-16","Executive Accommodation BB Singles & Standard Dinner",,"0","2022-12-07 10:12:16","../specifications/Executive accomodation BB Singles.pdf","ze346373","523001",,,"acc473700","harare"
"449","RQ22021758","90225788","0022-02-16","To purchase additional furniture for HRAM's office",,"0","2022-12-07 10:12:16","../specifications/tEERCHZ hram sECRETARY fYRNITURE.pdf","ze347558","523001",,,"acc475300","harare"
"450","RQ22021783","90225793","2022-02-16","To purchase Canteen Chairs and tables",,"0","2022-12-07 10:12:16","../specifications/Canteen Chairs.pdf","ze347558","523001",,,"acc475300","harare"
"451","RQ22021731","90225789","2022-02-15","to purchase office furniture for IRO",,"0","2022-12-07 10:12:16","../specifications/IRO office furniture.pdf","ze347558","523001",,,"acc475300","harare"
"452","RQ22021769","10224525","2022-02-17","UPPER CONTROL ARM 4X4 NISSAN NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"453","RQ22021759","10224527","2022-02-17","ARMTURE",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"454","RQ22021784","10224530","2022-02-17","CLUTCH FORK NISSAN YD25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"455","RQ22021733","10224532","2022-02-17","DRUMS ADN SHOES NISSAN YD 25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"456","RQ22021745","10225855","2022-02-17","PURCHASE OF ZENGEZA CSC ARTISAN ASSISTANTS GRADE B4",,"0","2022-12-07 10:12:16","../specifications/","ze278491","524403",,,"acc473310","harare"
"457","RQ2202177","10225857","2022-02-17","PURCHASE OF CELLPHONES ZENGEZA CSC ARTISAN ASSISTANT GRADE B5 ",,"0","2022-12-07 10:12:16","../specifications/","ze278491","524403",,,"acc473310","harare"
"458","RQ22021881","10224743","2022-02-18","SUPPLY NEW IGNITION SWITCH ON HR5255 AFM7884 F0R NP 300 WARREN PARK DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"459","RQ22022251","10226061","2022-02-22","Cleaning detergents for Wynne street offices",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc474020","harare"
"460","RQ22022338","10226088","2022-02-23","supply clutch kit for hr5194 ACX 2601 FOR STORES",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"461","RQ22022345","10226008","2022-02-23","Walls and floor tiles for first floor toilets at WYNNE STREET",,"0","2022-12-07 10:12:16","../specifications/scan0105.pdf","ze296538","523001",,,"acc475005","harare"
"462","RQ22022457","10226137","2022-02-24","attend to worn seat for 5235 adi 3704 of opps and mains",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"463","RQ22022476","10226139","2022-02-24","ATT TO WORN SEAT ON HR5255 AEN 3394 NP300 FOR WARREN PARK",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"464","RQ22022481","10226180","2022-02-24","ATT TO WORN SEAT FOR HR5256 AFM7884 ADR 0895 NP300 FOR WARREN PARK",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"465","RQ2202246","10226140","2022-02-24","ATT WORN OUT SEAT FOR HR 5266 ADR0917 NP 300 FOR G/VIEW",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"466","RQ22022456","10226142","2022-02-24","ATT TO WORN SEAT ON HR5252 ADR 0890 NP300 FOR MABVUKU",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"467","RQ22022466","10226144","2022-02-24","ATT TO WORN SEAT ON HR5263 ADR 0912 FOR W/FALLS NP300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"468","RQ22022497","10226177","2022-02-24","ATT TO WORN SEAT ON HR5231 ADI3584 NP300 KUWADZANA DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"469","RQ22022421","10226179","2022-02-24","ATT TO WORN SEAT ON HR5213 ADA2142 NP300 FOR RISK",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"470","RQ22022472","90226178","2022-02-24","ATT TO WORN SEAT ONADR 0899 HR5259 NP300 FOR KUWADZANA",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"471","RQ22022465","10226178","2022-02-24","ATT TO WORN SEAT FOR HR5259 ADR 0899 NP300 F0RK/WADZANA",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"472","RQ2202241","10226216","2022-02-24","Accommodation and Dinner",,"0","2022-12-07 10:12:16","../specifications/1645707012ZETDC BOOKING EXTENSION - 21 - 26 FEB 22 X3 STANDARD ROOMS DBB.PDF","ze346373","523001",,,"acc473700","harare"
"473","RQ2202256","10226235","2022-02-25","March 2022 rental for Mr Mwale SCSO Glen View depot",,"0","2022-12-07 10:12:16","../specifications/scan0106.pdf","ze281875","523001",,,"acc474010","harare"
"474","RQ22022596","10226224","2022-02-25","March 2022 rental for Eng Mbavarira DM East District",,"0","2022-12-07 10:12:16","../specifications/scan0012.pdf","ze281875","523001",,,"acc474010","harare"
"475","RQ22022536","10226227","2022-02-25","March 2022 rental for Ruwa Depot",,"0","2022-12-07 10:12:16","../specifications/scan0111.pdf","ze281875","523001",,,"acc474010","harare"
"476","RQ22022519","10226228","2022-02-25","March 2022 rental for Mr Makove SCSO Warren Park Depot",,"0","2022-12-07 10:12:16","../specifications/scan0110.pdf","ze281875","523001",,,"acc474010","harare"
"477","RQ22022531","10226230","2022-02-25","March rental for Mr Satande SCSO Borrowdale depot",,"0","2022-12-07 10:12:16","../specifications/scan0109.pdf","ze281875","523001",,,"acc474010","harare"
"478","RQ22022573","10226231","2022-02-25","March 2022 rental for Mr Tachiona - Network Development",,"0","2022-12-07 10:12:16","../specifications/scan0108.pdf","ze281875","523001",,,"acc474010","harare"
"479","RQ2202255","10226232","2022-02-25","March 2022 rental for Mr Maindidze Rodbell Waterfalls Depot",,"0","2022-12-07 10:12:16","../specifications/scan0107.pdf","ze281875","523001",,,"acc474010","harare"
"480","RQ22022595","10226223","2022-02-25","March 2022 rentals for Mr Njenda SCSO Southerton Depot",,"0","2022-12-07 10:12:16","../specifications/scan0113.pdf","ze281875","523001",,,"acc474010","harare"
"481","RQ22022518","10226238","2022-02-25","Wynne statistical metering Netone",,"0","2022-12-07 10:12:16","../specifications/scan0114.pdf","ze281875","523001",,,"acc473300","harare"
"482","RQ22022845","10222195","2022-02-08","NP 300 CLUTCH  ",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"483","RQ22022882","10226314","2022-02-28","CB139 Beatrice cable trenching ",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"484","RQ22022820","10226316","2022-02-28","CB39 Mbare cable trenching",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"485","RQ22022890","10226317","2022-02-28","CB39 Mbare btwn ss694&1159 ",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"486","RQ22022836","10226320","2022-02-28","CB59 W/Vale  btwn OHL 7SS3635",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"487","RQ22022813","10226321","2022-02-28","CB69 W/Vale btwn SS2481 &SS2489",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"488","RQ22022878","10186943","2022-02-28","supply double contact double filament bulbs for stock .fuses.10amp.15amp and 20amp",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"489","RQ22022886","10226245","2022-02-28","recon cylinder head for hr5183 ACP9947 CHERRY",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"490","RQ22022832","10226248","2022-02-28","RECON 4 INJECTORS FOR HR 5258 ADR 0898 NP 300 FOR MABELREIGN",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"491","RQ22022898","99226247","2022-02-28","CARRY OUT SERVICE ON ADF 8077 HR5223 NP300 FOR MABVUKU DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"492","RQ22022870","90226247","2022-02-28","CARRY OUT SERVICE ON HR 5223 ADF 8077",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"493","RQ22022847","98226247","2022-02-28","CARRY OUT SERVICE ON ADF8077 HR5223 NP300 FOR MABVUKU",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"494","RQ2202286","10226342","2022-02-28","HEAD LAMPS L200 5 RIGHT AND 5 LEFT AND FRONT AND REAR SHOCKS L200 5 EACH",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"495","RQ22022865","10226341","2022-02-28","REUPHOLSTER SEAT FOR HR5193  ACX2608 ISUZU FOR RUWA",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"496","RQ22022833","10226247","2022-02-28","RECTIFY NONSTARTING AND NOISE FROM ENGINE ON HR 5223 ADF 8077 NP300",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"497","RQ22022814","10226350","2022-02-28","Bulk water for staff consumption",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc474000","harare"
"498","RQ22022826","10226365","2022-02-28","Purchase of sanitizers",,"0","2022-12-07 10:12:16","../specifications/1646060856Sanitizer Specifications.docx","ze293091","523001",,,"acc473640","harare"
"499","RQ22030264","10226492","2022-03-02","New office furniture HRO's office ",,"0","2022-12-07 10:12:16","../specifications/HR Officer quotation.pdf","ze296716","523001","ACE22021017","specifications/1644495640ACE  For Office Furniture  - HR office.pdf","acc475300","harare"
"500","RQ2203029","10226501","2022-03-02","PURCHASE OF 40 TUBES BLACK FLEXIRITE RUBBER SEALANT CARTRIDGES AND 10 IDUSTRIAL METAL BASE ACTIVATOR",,"0","2022-12-07 10:12:16","../specifications/RUBBER SEALANT.pdf","ze3522741","524301",,,"acc475500","harare"
"501","RQ22030265","10226254","2022-02-25","REWIND COILS FOR 33 AND 11KV CIRCUIT BREAKERS",,"0","2022-12-07 10:12:16","../specifications/REWIND TRIP COILS 2.jfif","ze3522741","524301",,,"acc473620","harare"
"502","RQ22030296","10226398","2022-02-01","PURCHASE OF CELLPHONE HANDSETS FOR RUWA REVENUE ASSUARANCE STAFF",,"0","2022-12-07 10:12:16","../specifications/handsets Ruwa $208 000.00.pdf","ze30570","524701",,,"acc473310","harare"
"503","RQ22030252","10226401","2022-02-01","PURCHASE OF 2 VOIP IP HANDSETS FOR MABVUKU DEPOT COMMERCIAL SECTION OFFICES",,"0","2022-12-07 10:12:16","../specifications/keycom $145 300.00.pdf","ze30570","524701",,,"acc473300","harare"
"504","RQ22030377","90226517","2022-03-03","Surgical masks",,"0","2022-12-07 10:12:16","../specifications/1646293253Masks specifications.docx","ze293091","523001",,,"acc473640","harare"
"505","RQ2203031","10225789","2022-02-15","To purchase Office furniture for Industrial Relations Officer",,"0","2022-12-07 10:12:16","../specifications/1646303392IRO office furniture.pdf","ze347558","523001","ACE2202097","specifications/1644399005ACE for Office furniture for Industrial Relations Officer.doc","acc475300","harare"
"506","RQ22030341","10225793","2022-02-16","To purchase Canteen chairs and tables for Wynne Street",,"0","2022-12-07 10:12:16","../specifications/1646303588Canteen Chairs.pdf","ze347558","523001","ACE2202092","specifications/1644398878ACE for canteen Chairs and tables.doc","acc475300","harare"
"507","RQ22030357","10225788","2022-02-16","To purchase additional office furniture for HRAM's secretary",,"0","2022-12-07 10:12:16","../specifications/1646303738tEERCHZ hram sECRETARY fYRNITURE.pdf","ze347558","523001","ACE22020970","specifications/1644397970ACE  additional office furniture  for HRAM Secretary...pdf","acc475300","harare"
"508","RQ22030468","10226517","2022-03-03","Surgical Masks (March Issue)",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"509","RQ22030465","10226628","2022-03-04","Purchase of sanitizing disinfectant",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"510","RQ22030478","10226607","2022-03-04","subscription of daily news newspaper for the office of District Manager-East",,"0","2022-12-07 10:12:16","../specifications/","ze30570","524701",,,"acc473810","harare"
"511","RQ22030895","90226746","2022-03-08","clutch kits for NP300 for stock",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"512","RQ22030855","10226597","2022-03-08","ATT TO FUEL STARVATION ON ISUZU KB240 HR 5297 ACX2592 RISK",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"513","RQ22030896","1022673","2022-03-07","Transportation of 12.2m Straight and cross arm concrete poles from pole plant along Coventry road to Dzivarasekwa Extension for DZ flats electrification project and this requires a 30T truck hire.",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473600","harare"
"514","RQ22030838","10225742","2022-02-16","REWIND TRIP COILS FOR OE3 AND LMT SWITCHGEAR",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"515","RQ22030962","90226747","2022-03-09","supply clutch kits for stock NP300 NISSAN",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"516","RQ22031088","10226639","2022-03-10","SUPPLY SUSPENSION SPARES FOR L200 ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"517","RQ22031025","10226746","2022-03-09","CLUTCH KIT NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"518","RQ22031074","10226747","2022-03-10"," CLUTCH KIT NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"519","RQ22031085","10226886","2022-03-10","SUSPENSION BUSHES REAR (SET) NP300 PART NUMBER AR 5870K",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"520","RQ22031086","90226911","2022-03-10","SERVICE KIT UD CROONER",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"521","RQ22031098","10226911","2022-03-10","DIESEL SEAL (LIFT PUMP)",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"522","RQ22031049","10226912","2022-03-10","CLUCTH KI UD 70",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"523","RQ22031048","10222691","2022-03-10","HUB NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"524","RQ22031017","10226916","2022-03-10","WATER PUMP NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"525","RQ22031083","10226917","2022-03-10","BALL JOINT NISSAN NP300 4X4 AND 4X2 UPPER",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"526","RQ22031082","10226918","2022-03-10","FUEL PUMP ASSEMBLY ISUZU 6TH GENERATION",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"527","RQ22031022","10226919","2022-03-10","FUEL PUMP  ASSEMBLY ISUZU 5TH GENERATION",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"528","RQ22031023","10226921","2022-03-10","SUCTION VALVE NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"529","RQ22031081","10226922","2022-03-10","CHASIS FILTER UD 90 AND UD70",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"530","RQ22031026","10226923","2022-03-10","OIL COOLER NISSAN NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"531","RQ22031031","10226924","2022-03-10","IDLER ARM BUSHES NISSAN NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"532","RQ22031018","19226926","2022-03-10","TIE ROD  END 4X4  NISSAN ",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"533","RQ22031040","10226925","2022-03-10","injectors nissan yd25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"534","RQ22031029","90226926","2022-03-10","TIE ROD END NISSAN 4X4 YD25",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"535","RQ22031036","10226926","2022-03-10","TIE ROD END NP300 4X4",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"536","RQ22031028","10226928","2022-03-10","GEAR OIL 80W90",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"537","RQ22031080","10226930","2022-03-10","PENETRATING OIL 500ML",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"538","RQ22031084","10226931","2022-03-10","COOLNT ( 1 LITRE)",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"539","RQ22031038","10226932","2022-03-10","CABLE TIES",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"540","RQ22031096","90227081","2022-03-10","New Waterfalls urinary materials",,"0","2022-12-07 10:12:16","../specifications/1646918329scan0120.pdf","ze296538","523001",,,"acc475005","harare"
"541","RQ22031034","10227081","2022-03-10","New Waterfalls urinary materials",,"0","2022-12-07 10:12:16","../specifications/1646918390scan0120.pdf","ze296538","523001",,,"acc475500","harare"
"542","RQ22031042","10227085","2022-03-10","Purchase of Kuwadzana depot Utensils, 4 plate stove Depy 600 series, 1x fridge defy 303L & 1x microwave defy 43L",,"0","2022-12-07 10:12:16","../specifications/TV Sales and Hire Quotation.pdf","ze7269","524502",,,"acc475300","harare"
"543","RQ22031143","10225012","2022-03-11","TIE ROD END 4X2",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"544","RQ22031128","10224716","2022-03-11","UPPER CONTROL ARM NISSAN NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"545","RQ22031185","10227120","2022-03-11","SHOCKS REAR AND FRONT NISSAN NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"546","RQ2203114","90227121","2022-03-11","BRAKE PADS NISSAN NP 300 4X2",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"547","RQ22031135","10225021","2022-03-11","LOWER CONTROL ARM NISSAN 4X2",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"548","RQ22031169","10227121","2022-03-11","BRAKE PADS NISSAN 4X2",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"549","RQ22031294","10226594","2022-03-12","CLUTCH SLIPPING ON HR 5199 ACX2591 ISUZU KB240",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"550","RQ22031484","10227152","2022-03-14","Lunches for Apprentice students: 4th year Apprenticeship Training ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473660","harare"
"551","RQ22031412","10227135","2022-03-11","PURCHASE OF WORKSHOP DOORS ",,"0","2022-12-07 10:12:16","../specifications/WORKSHOP DOORS AJARA.pdf","ze3522741","524301",,,"acc475500","harare"
"552","RQ22031438","10227134","2022-03-11","REWIND COOLING FANS MOTORS FOR ACES 33/11KV T2",,"0","2022-12-07 10:12:16","../specifications/ACES FAN MOTORS 1.jpg","ze3522741","524301",,,"acc475500","harare"
"553","RQ22031466","10227157","2022-03-14","Photographing Services ZETDC Retirement Party Samakande & Paradza",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473620","harare"
"554","RQ22031411","10227164","2022-03-14","Snacks for Retirement Party Samakande & Paradza : Golden Conifer ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473620","harare"
"555","RQ22031416","10227175","2022-03-14","PR to trench CB29 Mbare ,btwn ss 137 &722 issued to Mt Sinai on the 6th of March 2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"556","RQ22031447","10227203","2022-03-14","PAYMENT FOR DOCTOR'S BILL IN RESPECT OF MR SATANDE WHO WAS BEING ATTENDED TO BY DOCTOR TG CHIGONDA, WHILE HOSPITALISED AT BORROWDALE HOSPITAL",,"0","2022-12-07 10:12:16","../specifications/SATANDE BILL.pdf","ze30570","524701",,,"acc473670","harare"
"557","RQ2203144","10227202","2022-03-14","Purchase of External HDDs for IT",,"0","2022-12-07 10:12:16","../specifications/IMG_20220314_133144_523.jpg","ze51705","527001",,,"acc473000","harare"
"558","RQ22031421","90227177","2022-03-14","Offer to cross over railway line 18km peg  Mt Hampden",,"0","2022-12-07 10:12:16","../specifications/Railways.pdf","ze323896","524101",,,"acc473400","harare"
"559","RQ22031459","10227257","2022-03-14","PURCHASE OF NYLON WIRE FOR BRUSH CUTTERS",,"0","2022-12-07 10:12:16","../specifications/NYLON LINE BULK.jpg","ze3522741","524301",,,"acc475500","harare"
"560","RQ22031535","10227290","2022-03-15","ATT TO CLUTCH AND G/BOX ON JMC HR5176 ACR 2050 ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"561","RQ2203153","10227285","2022-03-15","SERVICE COMPRESSOR FOR GARAGE WORKSHOP",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"562","RQ22031522","10227293","2022-03-15","ELECTRICS AND CLUTCH FOR HR 5282 ADY 4309 FOR G/VIEW",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"563","RQ22031598","10227297","2022-03-15","24V FLSHASHER UNIT",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"564","RQ22031581","10227296","2022-03-15","12V BULBS",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"565","RQ22031586","10227302","2022-03-15","COLUM SWITCH L200",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"566","RQ22031545","90227336","2022-03-15","CLUTCH O/HAUL ON HR5176 ACR2050 FOR MABELREIGN",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"567","RQ22031599","10227336","2022-03-15","CLUTCH OVERHAUL ON JMC HR5176 ACR 2050",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"568","RQ2203154","10227177","2022-03-14","Offer to cross over Railway line 18km and 19km peg Mt Hampden",,"0","2022-12-07 10:12:16","../specifications/1647348535Railways.pdf","ze323896","524101",,,"acc473400","harare"
"569","RQ22031523","10227338","2022-03-15","ELECTRICS AND MATCH CLUTCH ASSY ON HR5282 ADY4309",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"570","RQ2203152","10227345","2022-03-15","Hotel Accomodation for Chinguwo M, Goba E & Nyakatawa from ER for the period 17 March to 25 March 2022",,"0","2022-12-07 10:12:16","../specifications/ZETDC 17 to 25 March (1).pdf","ze346373","523001",,,"acc473620","harare"
"571","RQ22031551","10227344","2022-03-15","SERVICE FOR AFN3569 HR5344",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"572","RQ22031549","10227355","2022-03-15","Purchase of Herald & Sunday  for Engineer Tachiona and Eng Chimusaru",,"0","2022-12-07 10:12:16","../specifications/Herald and Sunday Mail March.pdf","ze323896","524101",,,"acc473810","harare"
