"id","document_id","item_id","item","required_qty","unit_of_measurement","rfq_no"
"405","TD19032678","Item190326388","15W40 (5lt) Engine Oil","80","each","10165662"
"406","TD19032647","Item190326957","15W40 Engine Oil","300","litres","10167909"
"407","TD19032669","Item19032623","New Tyres 245/70R16 for F/N ER2157","5","each","10166561"
"408","TD19032623","Item190326332","New Tyres 245/70R16 for F/N ER2151","5","each","10167756"
"409","TD19032614","Item190326678","New Tyres 195R15C for F/N ER2200","5","each","10166543"
"410","TD19032659","Item190326129","New Tyres 245/70R16 for F/N ER2158","5","each","10167750"
"411","TD19032628","Item190326570","New Tyres 195 x 14 for F/N ER2010","5","each","10168225"
"412","TD19032611","Item190326336","New tyres 245/70R16 F/N 2075","5","each","10168224"
"413","TD19032660","Item190326790","New Tyres 195R15C for F/N ER2201","5","each","10166545"
"414","TD19032694","Item190326102","New Tyres 245/70R16 for F/N ER2161","5","each","10167757"
"415","TD19032631","Item190326997"," New Tyres 215/70R15 for F/N ER2114","5","each","10166574"
"416","TD19032629","Item190326652"," New Tyres 9R22.5 F/N ER2119","6","each","10167887"
"417","TD19032689","Item190326193","New Tyres 215/70R15 for F/N ER2082","5","each","10166562"
"418","TD19032686","Item190326848","New Tyres 215/70R 2117 F/N 2117","5","each","10166578"
"419","TD19032730","Item190327186","Shrouds size 4 for Mutare","100","each","10165703"
"420","TD1903273","Item190327621","Airdac","5000","metres","10165687"
"421","TD19032712","Item190327995","100A T/P","100","each","10165699"
"422","TD1903271","Item190327540","4 door cubicle","20","each","10165717"
"423","TD1903277","Item190327245","Florescent tubes 4ft","66","each","10168346"
"424","TD1903277","Item190327925","Ballast 36W","20","each","10168346"
"425","TD1903277","Item190327372","Starters","66","each","10168346"
"426","TD19032765","Item190327685","cable glands size 4","100","each","10165702"
"427","TD19032760","Item19032748","60A T/P","100","each","10165698"
"428","TD19032716","Item19032720","16mm 4 core cable","500","metres","10167171"
"429","TD1903272","Item190327895","225A T/P","250","each","10165700"
"430","TD19032726","Item190327294","Shrouds Size 2","100","each","10165705"
"431","TD19032748","Item190327851","Spindles 5/8","750","each","10165714"
"432","TD19032797","Item190327302","10mm Rubberized Cork Gaskets","10","each","10167300"
"433","TD19032797","Item190327937","6mm Rubberized Cork Gaskets","10","each","10167300"
"434","TD1903274","Item190327350","50A T/P","500","each","10165697"
"435","TD19041380","Item190413225","IBR Sheets","20","each","10171435"
"436","TD19041380","Item190413772","Timber length 114 x 38mm","10","each","10171435"
"437","TD19041380","Item190413469","Fisher plugs 60mm","2","each","10171435"
"438","TD19041380","Item190413951","Brandering 38 x 38 x 6m","4","each","10171435"
"439","TD19041364","Item190413549","HP 450 i7","2","each","10170280"
"440","TD19041369","Item190413209","HP 450 Pro book","2","each","10168419"
"459","TD19042418","Item190424228","Piercing connectors","2500","each","10165700"
"460","TD19042420","Item190424477","Cement 32.5% PPC","50","each","10154700"
"461","TD19042491","Item190424183","Cement common bricks","3000","each","10160582"
"462","TD19042469","Item19042480","Erect landing span at ZCDC VR substation","1","each","10158700"
"463","TD19042467","Item190424486","Supply and Erection of 27.5 x 23 x 1.6 meters 3 mm of Diamond mesh wire complete with barbed wire, 1 x 5.4 metre wide vehicle gate an one x 0.9 metre wide pedestrain gate ","1","each","10146887"
"464","TD19042841","Item190428168","3.6 IBR Sheets","20","each","10171435"
"465","TD19042841","Item190428871","114 x 40mm r/s timber","10","each","10171435"
"466","TD19042841","Item190428563","60mm fisher plugs","2","each","10171435"
"467","TD19042841","Item190428241","Brandering 40 x 40","4","each","10171435"
"468","TD19042986","Item190429540","Cement 32.5% PPC","80","each","10171344"
"469","TD19042986","Item190429140","19mm stones","4","each","10171344"
"470","TD19042986","Item190429737","washed river sand","4","each","10171344"
"471","TD19042986","Item190429792","pitsand","2","each","10171344"
"472","TD19042986","Item190429140","230mm dpc","3","each","10171344"
"473","TD19042986","Item190429724","clinger (solid) bricks","3000","each","10171344"
"474","TD19042986","Item190429675","face bricks","8000","each","10171344"
"475","TD19042967","Item190429978","38*152 par timber","5","each","10165663"
"476","TD19042967","Item190429647","38*76 par timber","5","each","10165663"
"477","TD19042967","Item190429117","5l pinkwood primer","1","each","10165663"
"478","TD19042967","Item190429975","5l undercoat","1","each","10165663"
"479","TD19042967","Item190429460","5l gloss white","1","each","10165663"
"480","TD19042967","Item190429703","2L red oxide undercoat","1","each","10165663"
"481","TD19042967","Item190429986","97*2mm tubular poles","3","each","10165663"
"482","TD19042967","Item190429938","90mm roofing nails","1","each","10165663"
"483","TD19042967","Item190429651","228*38 fascia board","3","each","10165663"
"484","TD19042967","Item190429775","32.5 cement","2","each","10165663"
"485","TD19042970","Item190429931","angle iron 40*40*3mm","72","each","10171355"
"486","TD19042970","Item190429579","tubular poles 85mm*4mm*25mm*3mm","80","each","10171355"
"487","TD19042970","Item190429693","galvernised steel pipe","30","each","10171355"
"488","TD19042970","Item190429444","m14*350mm bolts and nut","60","each","10171355"
"489","TD19042970","Item190429304","3.25mm vitemax welding ","5","each","10171355"
"490","TD19042970","Item190429328","car shade cloth 80%","40","each","10171355"
"491","TD19042970","Item190429578","228*40mm fr/s timber","6","each","10171355"
"492","TD19042970","Item190429196","75mm wire nails","2","each","10171355"
"493","TD19042970","Item190429666","dulux red oxide undercoat 5L","4","each","10171355"
"494","TD19042970","Item190429497","midnight blue gloss 5L","4","each","10171355"
"495","TD19042970","Item190429328","Turpentine x 5lt","0","each","10171355"
"496","TD19051994","Item190519548","A4 Bond Paper Typek/Mondi","50","each","10167761"
"497","TD19051915","Item190519437","HP Laser Pro M402dne ","1","each","10169874"
"498","TD1905192","Item19051917","Supply and Erect 1.8m high security fence with 3 strands of barbed wire on top including 2 x 4.2m VEH Dates at Middle Sabi Staff Houses","1","each","10176883"
"499","TD1905193","Item190519862","Samsung J7 Pro, Pouch and Tempered glass","7","each","10161267"
"500","TD19051961","Item190519845","Book Case - Solid Mahogany","1","each","10173425"
"501","TD19051978","Item190519407","Visitors Chairs - Solid Mahogany","4","each","10173416"
"502","TD19051957","Item190519464","Round Table - Solid Mahogany","1","each","10173427"
"503","TD19051917","Item19051993","Erect Parimeter Fence (8x5x1.8) with 5m wide gate at Nyakomba D in Nyanga ","1","each","10174932"
"504","TD19051996","Item190519570","230 x 285","2","each","10175392"
"505","TD19051996","Item190519470","215 x 275","3","each","10175392"
"506","TD19051996","Item190519430","435 x 275","13","each","10175392"
"507","TD19051996","Item190519410","250 x 285","2","each","10175392"
"508","TD19051996","Item190519821","275 x 435","4","each","10175392"
"509","TD19051996","Item190519637","455 x 290","2","each","10175392"
"510","TD19051996","Item190519854","465 x 285","4","each","10175392"
"511","TD19051996","Item190519543","435 x 255","1","each","10175392"
"512","TD19051996","Item190519751","435 x 285","2","each","10175392"
"513","TD19051996","Item190519614","440 x 275","12","each","10175392"
"514","TD19052175","Item190521261","Ball float valve brass","2","each","10175397"
"515","TD19052175","Item190521640","15mm garden tapes","20","each","10175397"
"516","TD19052175","Item190521963","20mm garden tapes","0","each","10175397"
"517","TD19052149","Item190521373","Ball float valve brass","2","each","10175397"
"518","TD19052149","Item190521683","15mm garden tapes","20","each","10175397"
"519","TD19052149","Item190521614","20mm garden tapes","10","each","10175397"
"520","TD19052195","Item190521533","Asbestos fascia boards","10","each","10175386"
"521","TD19052195","Item190521666","Roof tiles (Sam[le provided)","120","each","10175386"
"522","TD19052195","Item190521238","Air vents","2","each","10175386"
"523","TD19052195","Item190521289","4.2m x 1m zim;ex ceiling boards 6mm","2","each","10175386"
"524","TD19052195","Item190521311","25kg rhinoset","2","each","10175386"
"525","TD19052195","Item190521643","Door lockset","40","each","10175386"
"526","TD19052195","Item190521180","Fitted wardrobe door handles","2","each","10175386"
"527","TD19052195","Item190521525","Cover strip","2","each","10175386"
"528","TD19052195","Item190521818","Cornice","2","each","10175386"
"529","TD19052162","Item190521360","20Lt PVA Ivory ","80","each","10175381"
"530","TD19052162","Item190521720","20Lt PVA red roof stoep","40","each","10175381"
"531","TD19052162","Item190521817","5Lt gloss white","25","each","10175381"
"532","TD19052162","Item190521445","5Lt gloss black ","15","each","10175381"
"533","TD19052162","Item190521214","20Lt PVA black roof stoep","15","each","10175381"
"534","TD19052162","Item19052170","20Lt PVA white","30","each","10175381"
"535","TD19052162","Item190521965","20Lt ceiling ","12","each","10175381"
"536","TD19052162","Item190521657","20Lt undercoat","2","each","10175381"
"537","TD19052162","Item190521692","5Lt sky blue pva","2","each","10175381"
"538","TD19052162","Item190521248","5Lt brick finish","4","each","10175381"
"539","TD19052123","Item19052184","Tile adhesive","8","each","10175401"
"540","TD19052123","Item190521732","Porcelain tiles","90","each","10175401"
"541","TD19052123","Item190521456","Porcelain tile adhesive","90","each","10175401"
"542","TD19052123","Item1905211","Bathroom and toilet floor tiles","8","each","10175401"
"543","TD19052121","Item190521430","Cable replacement from Meikles to Megawatt ","1","each","10169330"
"544","TD19052395","Item190523179","Battery 671","1","each","10167884"
"545","TD19052360","Item19052316","Battery 650","1","each","10174575"
"546","TD19052313","Item190523470","Battery 650","1","each","10174575"
"547","TD19052365","Item19052312","Battery 683","1","each","10167777"
"548","TD19052383","Item190523858","Car Battery 650","1","each","10174574"
"549","TD19052378","Item190523577","Car Battery 650","1","each","10167875"
"550","TD19052319","Item190523701","Car Battery 650","1","each","10174580"
"551","TD19052314","Item190523535","Car Battery 622","1","each","10174571"
"552","TD19052343","Item190523937","Car Battery 622","1","each","10174573"
"553","TD19052338","Item190523420","Car Battery 671","2","each","10167875"
"554","TD19052367","Item190523894","Car Battery 650","1","each","10174620"
"555","TD19052346","Item190523671","Car Battery 650","1","each","10174582"
"556","TD19061310","Item190613244","Swivel chair","1","each","10170270"
"557","TD19061358","Item190613779","Round table - solid mahogany","1","each","10173427"
"558","TD19061385","Item190613357","55A toner cartridge","4","each","10167807"
"559","TD19061363","Item190613588","visitors' chairs - solid mahogany","4","each","10173416"
"560","TD19061432","Item19061481","water feature","2","each","10175039"
"561","TD19061427","Item19061421","42.5 cement","80","each","10176063"
"562","TD1906144","Item190614272","tile adhesive e/fire 20kg","8","each","10175401"
"563","TD1906144","Item1906149","tile porcilin creambox 60x60","90","each","10175401"
"564","TD1906144","Item190614450","porcelene fix 20kg","90","each","10175401"
"565","TD1906144","Item190614269","tile granito grey 330x330 box","8","each","10175401"
"566","TD19061493","Item190614688","4ft flourescent tubes","80","each","10176881"
"567","TD19061493","Item190614747","5ft flourescent tubes","4","each","10176881"
"568","TD19061493","Item190614596","4ft balast","30","each","10176881"
"569","TD19061493","Item190614151","4ft starter","50","each","10176881"
"570","TD19061493","Item190614667","double outlet socket","8","each","10176881"
"571","TD19061493","Item190614484","4ft led flourescent tube","8","each","10176881"
"572","TD19061493","Item190614126","spherical fitting (led)","9","each","10176881"
"573","TD19061493","Item190614647","4.0*40mm self tapping screws","1","each","10176881"
"574","TD19061493","Item190614230","1200x600 panel light","41","each","10176881"
"575","TD19061493","Item190614994","led ceiling lights 24w (screw)","4","each","10176881"
"576","TD19061493","Item190614447","fibre drop lights","52","each","10176881"
"577","TD19061493","Item19061451","fibre 6*6 cooker","1","each","10176881"
"578","TD19061493","Item190614143","wood screw box","3","each","10176881"
"579","TD19061493","Item190614963","red & black cable 1.5mm single core","2","each","10176881"
"580","TD19061493","Item190614892","red, black and earth cable 2.5 single core","3","each","10176881"
"581","TD19062132","Item190621177","05A toner","1","each","10178037"
"582","TD19062579","Item190625209","Degreaser oil (20L)","6","each","10166466"
"583","TD19062515","Item190625333","Angle grinders","8","each","10168018"
"584","TD19062529","Item190625603","vehicle sheds","12","each","10164610"
"585","TD19062510","Item190625351","directional signs","2","each","10164603"
"586","TD19062593","Item190625813","torque wrench","3","each","10168024"
"587","TD19062521","Item19062520","fumigation","950","each","10175804"
"588","TD19062713","Item190627358","Tyres size 255/70/16","4","each","10174581"
"589","TD1906279","Item190627919","Tyres size 255/70R16","3","each","10166407"
"590","TD19062733","Item190627951","Tyres size 255/70R16","2","each","10166411"
"591","TD19062767","Item190627168","Tyres size 255/70R16","1","each","10166408"
"592","TD19062754","Item19062740","battery size 631","1","each","10177475"
"593","TD19062760","Item190627975","chasis punch sets","2","each","10168031"
"594","TD19062791","Item190627721","hand blowers","3","each","10168026"
"595","TD19070953","Item19070979","05A toner cartridge","1","each","10175562"
"596","TD19071092","Item190710229","DEEP WINDOW CLEANING(INSIDE AND OUTSIDE)","1","each","10167248"
"597","TD19071015","Item190710697","interlocking bricks along CABS feeder on Meikles and Spar sections","1","each","10179223"
"598","TD19071027","Item190710502","new battery for cherry er 2181","1","each","10177475"
"599","TD19071062","Item19071038","new battery for er 2143 ","1","each","10177461"
"600","TD19071028","Item190710841","new battery for er 2187","1","each","10177459"
"601","TD19071031","Item190710589","new battery for er 2129","1","each","10177467"
"602","TD19071084","Item190710353","new battery for er 2109","2","each","10177450"
"603","TD19071050","Item190710566","new battery for UD truck","2","each","10177448"
"604","TD19071061","Item190710109","new battery for er 2150","1","each","10177468"
"605","TD19071018","Item190710479","new battery for Benz Artego er 1062","2","each","10177451"
"606","TD1907107","Item190710272","neck ties ","70","each","10178914"
"607","TD1907107","Item19071089","branded scarfs","30","each","10178914"
"608","TD19071066","Item190710832","new car battery size 652 for er 2163","1","each","10177473"
"609","TD19071068","Item190710328","printing of disconnection books","50","each","10177555"
"610","TD19071095","Item190710907","porcelain tiles","50","each","10178941"
"611","TD19071049","Item190710605","pva off white paint (20L)","10","each","10178939"
"612","TD19071156","Item190711435","plastic chairs","50","each","10176917"
"613","TD19071185","Item190711551","205/70R15 brand new tyres","5","each","10171738"
"614","TD19071135","Item190711816","installation inspection books (E117)","100","each","10177756"
"615","TD19071569","Item190715740","Window Blinds EM's Office","2","each","10179146"
"616","TD19071569","Item190715796","Window Blinds EM's Secretary","1","each","10179146"
"617","TD19071569","Item190715550","HR Manager's Office","1","each","10179146"
"618","TD19071569","Item190715464","HR Manager's Secretary","1","each","10179146"
"619","TD1907154","Item190715337","W3520 x 2145","1","each","10179150"
"620","TD1907154","Item190715842","W3450 x 2140","1","each","10179150"
"621","TD1907154","Item190715680","W3900 x 2140","1","each","10179150"
"622","TD1907154","Item190715682","W1200 x 2140","1","each","10179150"
"623","TD1907154","Item190715531","W3300 x 2140","1","each","10179150"
"624","TD1907154","Item190715945","W2950 x 2140","1","each","10179150"
"625","TD1907154","Item190715869","W2950 x 2140 ","1","each","10179150"
"626","TD1907154","Item190715555","W3950 x 2140","1","each","10179150"
"627","TD1907154","Item190715869","W3000 x 2140","1","each","10179150"
"628","TD1907154","Item190715710","W3000 x 2140","1","each","10179150"
"629","TD1907154","Item19071522","W3250 x 2140","1","each","10179150"
"630","TD1907154","Item19071565","W900 x 2140 ","1","each","10179150"
"631","TD1907154","Item190715406","W2000 x 2140","1","each","10179150"
"632","TD19071525","Item190715452","100mm guaze bandages","20","each","10173940"
"633","TD19071525","Item190715146","guaze swabs packets of 100","1","each","10173940"
"634","TD19071525","Item190715340","50mm crepe bandages","10","each","10173940"
"635","TD19071525","Item190715772","75mm crepe bandages","10","each","10173940"
"636","TD19071525","Item19071596","100mm crepe bandages ","10","each","10173940"
"637","TD19071525","Item190715853","elastoplast strips","50","each","10173940"
"638","TD19071525","Item190715616","triangular bandages","12","each","10173940"
"639","TD19071525","Item190715852","safety pins","12","each","10173940"
"640","TD19071525","Item190715947","blunt point scissors","1","each","10173940"
"641","TD19071525","Item190715854","steril points scissors ","12","each","10173940"
"642","TD19071525","Item190715211","first aid box","6","each","10173940"
"643","TD1907165","Item190716678","05A toner cartridge","1","each","10179642"
"644","TD1907181","Item190718965","Swivel chair","1","each","10178080"
"645","TD19071857","Item190718802","HP 210A toner cartridge","2","each","10176237"
"646","TD19071857","Item190718529","HP 211A","1","each","10176237"
"647","TD1907239","Item190723873","interlocking pavers for megawatt pavement","1","each","10179324"
"648","TD19072341","Item190723604","10mm fine cock rubberised gaskets","10","each","10167300"
"649","TD19072341","Item190723397","6mm fine cock rubberised gaskets","10","each","10167300"
"650","TD19072393","Item190723583","3.6 IBR sheets","20","each","10171435"
"651","TD19072393","Item19072315","114*40mm r/s  timber","10","each","10171435"
"652","TD19072393","Item190723964","60mm fisher plugs and screws","2","each","10171435"
"653","TD19072393","Item190723462","brandering 40*40","4","each","10171435"
"654","TD19072349","Item190723377","car batteries size 671","2","each","10167884"
"655","TD19072351","Item190723468","car batteries size 650","1","each","10178515"
"656","TD19072339","Item190723130","car batteries size 683","2","each","10167777"
"657","TD19072342","Item190723469","car batteries size 683","2","each","10167747"
"658","TD19072391","Item190723956","car batteries size 650","1","each","10174579"
"659","TD19072325","Item190723373","car batteries size 650","1","each","10174582"
"660","TD19072333","Item190723768","car batteries size 622","1","each","10174573"
"661","TD19072359","Item190723389","car batteries size 650","1","each","10174575"
"662","TD19072362","Item190723111","car batteries size 622","1","each","10174570"
"663","TD19072367","Item19072353","car batteries size 622","1","each","10174571"
"664","TD19072337","Item190723616","car batteries size 650","1","each","10174580"
"665","TD19072329","Item19072310","car batteries size 671","2","each","10170246"
"666","TD19072328","Item190723433","car batteries size 650","1","each","10174574"
"667","TD19072396","Item190723848","car batteries size 650","1","each","10167875"
"668","TD19072354","Item190723841","first aid kit","1","each","10178132"
"669","TD19072338","Item190723558","205/70R15 brand new tyres","5","each","10162925"
"670","TD1907233","Item190723642","205/70R15 brand new tyres","5","each","10165763"
"671","TD19072487","Item190724898","195R14  brand new tyres","5","each","10165765"
"672","TD1907249","Item190724214","245/70R16 brand new tyres","5","each","10178447"
"673","TD19072426","Item190724136","285R16 brand new tyres","6","each","10165783"
"674","TD19072458","Item190724318","295/70R15 brand new tyres","5","each","10165741"
"675","TD19072433","Item190724304","new battery 650 for er 2149","1","each","10178514"
"676","TD1907244","Item190724869","new battery 650 for er 2149","1","each","10178514"
"677","TD19072490","Item19072432","brand new battery 650 for er 2143","1","each","10178515"
"678","TD19072418","Item190724109","tyres 265/70/R17","4","each","10178695"
"679","TD19072573","Item190725132","car batteries size 652","1","each","10177453"
"680","TD19072566","Item190725535","car batteries size 650","1","each","10177456"
"681","TD19072568","Item190725930","car batteries size 650","1","each","10177462"
"682","TD19072565","Item190725669","car batteries size 631","1","each","10178857"
"683","TD19072579","Item190725896","car batteries size 652","1","each","10177473"
"684","TD1908058","Item190805656","9kg DCP Ext service only","4","each","10177171"
"685","TD1908058","Item190805616","9Lt H2O Ext service only","3","each","10177171"
"686","TD1908058","Item190805114","9lt AFFF Ext Service only","7","each","10177171"
"687","TD1908058","Item190805851","Mileage and subsistence","1","each","10177171"
"688","TD19080556","Item190805521","9kg DCP Ext Service only","4","each","10177171"
"689","TD19080556","Item190805380","9Lt","14","each","10177171"
"690","TD19080556","Item190805297","Mileage and Subsistence","1","each","10177171"
"691","TD19080543","Item190805473","9kg DCP Ext service only","10","each","10177171"
"692","TD19080543","Item190805593","9lt H2O Ext service only","9","each","10177171"
"693","TD19080543","Item190805193","2.27kg Co2 Ext Service only","1","each","10177171"
"694","TD19080543","Item190805413","9lt AFFF Ext Service only","1","each","10177171"
"695","TD19080543","Item190805122","mileage and subsistence","1","each","10177171"
"696","TD19080516","Item190805777","9kg DCP Ext Service only","15","each","10177171"
"697","TD19080516","Item190805768","2.27kg Co2 Ext Service only ","2","each","10177171"
"698","TD19080516","Item19080579","9lt H2o Ext Service only","11","each","10177171"
"699","TD19080516","Item190805969","Mileage and subsistence","1","each","10177171"
"700","TD19080569","Item190805663","9kg DCP Ext service only","10","each","10177171"
"701","TD19080569","Item190805431","9lt H2O Ext service only ","9","each","10177171"
"702","TD19080569","Item190805441","Mileage and Subsistence","1","each","10177171"
"703","TD19080590","Item190805102","9kg DCP fire extinguisher service only","9","each","10177992"
"704","TD19080590","Item190805699","9LT H20 fire extinguisher service only","11","each","10177992"
"705","TD19080590","Item190805511","4.5kg DCP fire extinguisher ","10","each","10177992"
"706","TD19080590","Item190805294","4.5kg Co2 FIRE Extinguisher service","1","each","10177992"
"707","TD19080590","Item190805888","2.27kg  fire extinguisher service only","1","each","10177992"
"708","TD19080590","Item190805749","illuminating fire point signs","1","each","10177992"
"709","TD19080590","Item190805872","illuminating fire escape signs ","1","each","10177992"
"710","TD19080590","Item190805299","tamper seal ","10","each","10177992"
"711","TD19080590","Item190805894","stickers replacement","32","each","10177992"
"712","TD19080575","Item190805902","transportation and offloading of transformer","1","each","10180827"
"713","TD19080566","Item190805697","Golf shirts Black branded ZETDC logo","15","each","10180692"
"714","TD19080566","Item190805417","Golf shirts khakhi branded ZETDC","15","each","10180692"
"715","TD19080528","Item190805267","golf shirts navy blue branded ZETDC logo","15","each","10180694"
"716","TD19080528","Item190805579","golf shirts red branded ZETDC logo","15","each","10180694"
"717","TD19080572","Item190805652","visitors' chairs","20","each","10179794"
"718","TD19080572","Item190805872",,"0","each","10179794"
"719","TD1908053","Item190805480","visitors' chairs","20","each","10179794"
"720","TD19080990","Item190809642","spring charging motor","1","each","10175923"
"721","TD19080981","Item190809749","spring charging motor","1","each","10175916"
"722","TD19082131","Item190821647","Core I7 15inch Mac Book pro Laptop","1","each","10180381"
"723","TD19082143","Item190821622","water pump","2","each","10180990"
"724","TD1908227","Item190822431","E1 books","100","each","10178801"
"725","TD19082285","Item190822692","CIF books","100","each","10178800"
"726","TD19082270","Item190822557","2hp water pump","2","each","10181917"
"727","TD19091349","Item190913105","clamp pg cu/alm  (16-50mm) 2 bolt","5000","each","RFQ10182204"
"728","TD1909136","Item190913627","mcb s/p ac 60amp","5000","each","10182205"
"729","TD19091345","Item190913482","taps line 25mm full tin plated","5000","each","10182207"
"730","TD19091392","Item190913400","MCB S/P AC 60AMP","5000","each","RFQ10182205"
"731","TD19091318","Item190913953","16mm2 2 core CU PVC SWA 660V","500","metres","10182216"
"732","TD19091311","Item19091359","A.C.B 60A 440V 3 Phase","1000","each","10182206"
"733","TD19091337","Item190913710","Spacer Spindle 5/8 x 13 dwg d.96s","5000","each","10182212"
"734","TD19091764","Item190917884","IRON D 3.5 SHACKLE E TYPE INSUL DWG","5000","each","10182210"
"735","TD19091729","Item190917862","IRON D 3.5 SHACKLE E TYPE INSUL DWG","5000","each","10182210"
"736","TD19091794","Item190917843","ABC insulation piercing connector","5000","each","10182215"
"737","TD19091815","Item190918927","ABC insulation piercing connector","2900","each","10182215"
"738","TD19091946","Item190919840","soap bar 1kg","5000","each","10180905"
"739","TD19091916","Item190919128","55A Toner ","1","each","10181089"
"740","TD19091950","Item190919309","Supply and Fix of screen doors at Nyanga staff houses","11","each","10181089"
"741","TD19091957","Item190919519","tree cutting ","6","each","10181728"
"742","TD19091942","Item190919559","engine oil","500","each","10179622"
"743","TD19091970","Item190919189","repair of falling office","1","each","10181618"
"744","TD19091953","Item190919105","door locksets","40","each","10181228"
"745","TD19091935","Item190919310","hp 971 yellow ink cartridge","1","each","10183597"
"746","TD19091935","Item190919492","hp 971 cyan ink cartridge","1","each","10183597"
"747","TD19092062","Item190920866","I.T work station desk","2","each","10182318"
"748","TD19092079","Item190920344","cement bricks","3000","each","10182139"
"749","TD19092378","Item190923248","shackle insul 3.5 dia, 100v","5000","each","10182208"
"750","TD19092332","Item190923667","clamp pg cul alm (16-50mm)","5000","each","10182098"
"751","TD19092443","Item190924971","12.6m treated wood poles","110","each","10182097"
"752","TD19092412","Item190924172","treated wood poles 11m","100","each","10182096"
"753","TD1909249","Item190924600","Live taps 25mm ","5000","each","10182102"
"754","TD19092464","Item190924787","wood poles 9m","178","each","10182094"
"755","TD19092595","Item190925336","concrete pavers","272","each","10182138"
"756","TD19092919","Item190929289","ball float valve","2","each","10175397"
"757","TD19092919","Item190929683","15mm garden tapes","20","each","10175397"
"758","TD19092919","Item190929237","20mm garden tapes","10","each","10175397"
"759","TD19092991","Item190929535","20L PVA ivory","40","each","10175381"
"760","TD19092991","Item190929667","20L PVA red roof stoep","20","each","10175381"
"761","TD19092991","Item190929490","5L gloss white","12","each","10175381"
"762","TD19092991","Item190929634","5L gloss black","7","each","10175381"
"763","TD19092991","Item190929234","20L PVA black roof stoep","7","each","10175381"
"764","TD19092991","Item190929736","20L PVA white","15","each","10175381"
"765","TD19092991","Item190929907","20L ceiling","6","each","10175381"
"766","TD19092991","Item190929788","20L undercoat","1","each","10175381"
"767","TD19092991","Item190929145","5L sky-blue pva","1","each","10175381"
"768","TD19092991","Item190929910","5L brick finish","2","each","10175381"
"769","TD19092915","Item190929394","05A toner cartridge","1","each","10179491"
"770","TD19092921","Item190929946","05A toner cartridge","3","each","10179494"
"771","TD19092961","Item190929915","971 toner cartridge","1","each","10179549"
"772","TD19092941","Item190929489","05A toner cartridge","1","each","10183823"
"773","TD19092948","Item1909295","05A toner cartridge","1","each","10183853"
"774","TD19092952","Item190929844","HP 950 toner cartridge","1","each","10184023"
"775","TD19093018","Item190930998","HP 80A toner cartridge","1","each","10183365"
"776","TD1909308","Item190930487","pedal sanitary bins","5","each","10177629"
"777","TD19093071","Item190930331","bond paper","6","each","10184018"
"778","TD19093071","Item190930920","flat files","100","each","10184018"
"779","TD19093071","Item190930468","lever arch files","200","each","10184018"
"780","TD19093089","Item190930356","bond paper","15","each","10179089"
"781","TD19093088","Item190930105","cleaning services","2","each","10183229"
"782","TD19093092","Item190930233","cleaning services","2","each","10183229"
"783","TD19101034","Item191010808","cable 16mm2 4c Cu pvc swa 660v","500","each","10182218"
"784","TD19101686","Item191016139","Laundry soap 1kg (box)","50","each","10183784"
"785","TD19102228","Item191022524","porcelain tiles","20","each","10181093"
"786","TD19102232","Item191022167","Facebricks","15000","each","10183418"
"787","TD19102358","Item191023620","adjustable wrench 300mm","10","each","10184809"
"788","TD19102383","Item1910234","toilet papers (50 pack)","75","each","10152699"
"789","TD19102393","Item191023300","toilet papers (50 pack)","75","each","10152699"
"790","TD19102340","Item191023752","soap  green bar (1 kg)","1200","each","10180905"
"791","TD19102370","Item191023550","soap  green bar (1 kg)","1200","each","10180902"
"792","TD19102359","Item191023219","Laundry soap 1kg (box)","30","each","10183776"
"793","TD19102315","Item191023599","Laundry soap 1kg (box)","100","each","10183787"
"794","TD19102363","Item191023750","7 tone truck","1","each","10184744"
"795","TD19102336","Item191023675","7 tone truck","1","each","10184746"
"796","TD19102317","Item191023399","servicing fire extinguishers","158","each","10182351"
"797","TD1910232","Item191023563","fencing pliers 300mm","5","each","10184807"
"798","TD19102371","Item191023731","switch numbers","350","each","10184925"
"799","TD19102365","Item191023637","switch numbers","350","each","10184925"
"800","TD19102392","Item191023274","bond paper ( reams)","30","each","10184899"
"801","TD19102392","Item191023822","blue pens","150","each","10184899"
"802","TD19102392","Item191023870","black pens","100","each","10184899"
"803","TD19102392","Item191023345","red pens","100","each","10184899"
"804","TD19102392","Item191023776","A4 Khaki envelop (self-adhesive)","500","each","10184899"
"805","TD19102392","Item191023581","A5 khaki envelop (self-adhesive)","250","each","10184899"
"806","TD19102392","Item191023368","A3 Khaki envelop (self-adhesive)","100","each","10184899"
"807","TD19102392","Item191023681","A4 Counter books (white papers)","30","each","10184899"
"808","TD19102394","Item191023696","HP 980 Toner Catridge","1","each","10169830"
"809","TD19103046","Item191030813","First Aid Kits","28","each","10182906"
"810","TD1910313","Item191031339","C5/6 Envelopes (self-adhesive)","2","cartons","10185652"
"811","TD19112590","Item191125661","staff houses perimeter fence","1","each","10168883"
"812","TD19120543","Item191205370","Acid proof worksuites","28","each","10181365"
"813","TD19120551","Item191205462","05A toner cartridge","1","each","10186142"
"814","TD19120590","Item191205423","repair and painting of buildings","1","each","10186032"
"815","TD19120563","Item191205129","HP 131A Toner Cartridges ","4","each","10187202"
"816","TD19120533","Item191205792","CF 210A","1","each","10187202"
"817","TD19120533","Item191205280","CF 211A ","1","each","10187202"
"818","TD19120533","Item191205346","CF 212A","1","each","10187202"
