,document_id,pr_number,status,message
535,TD22032273,10226025,Failed,PR Object not found
536,TD22032513,10227230,Failed,PR Object not found
537,TD22032517,10227230,Failed,PR Object not found
538,TD22032558,10226677,Failed,PR Object not found
539,TD22032810,10226482,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
540,TD22032836,10225075,Failed,PR Object not found
541,TD22032860,10226459,Failed,Tender Update not found
542,TD22032963,10226459,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
543,TD2203311,10227791,Failed,PR Object not found
544,TD22033113,10227119,Failed,PR Object not found
545,TD2203312,10227439,Failed,PR Object not found
546,TD22033121,10227438,Failed,PR Object not found
547,TD22033123,10224525,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
548,TD22033129,10226465,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
549,TD22033130,10228007,Failed,PR Object not found
550,TD22033131,10228008,Failed,PR Object not found
551,TD22033146,10224444,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
552,TD22033156,10223729,Failed,PR Object not found
553,TD22033162,10227982,Failed,PR Object not found
554,TD22033163,10227790,Failed,PR Object not found
555,TD22033189,10226852,Failed,PR Object not found
556,TD2203319,10224525,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
557,TD22033192,10225889,Failed,PR Object not found
558,TD22033198,10227192,Failed,PR Object not found
559,TD22040110,10226918,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
560,TD22040144,10227975,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
561,TD22040148,10226192,Failed,PR Object not found
562,TD2204015,10227253,Failed,PR Object not found
563,TD22040160,10224532,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
564,TD22040162,102228169,Failed,PR Object not found
565,TD22040166,10223616,Failed,PR Object not found
566,TD22040168,10227973,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
567,TD22040174,10226912,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
568,TD22040178,10225399,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
569,TD22040182,10227454,Failed,PR Object not found
570,TD2204019,10225080,Failed,PR Object not found
571,TD22040194,10226453,Failed,PR Object not found
572,TD22040198,10222529,Failed,PR Object not found
573,TD22040414,10226412,Failed,PR Object not found
574,TD2204042,10226211,Failed,PR Object not found
575,TD22040420,10226137,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
576,TD22040429,10227455,Failed,PR Object not found
577,TD22040434,10226144,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
578,TD22040438,10226177,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
579,TD22040440,10224743,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
580,TD22040448,10227454,Failed,PR Object not found
581,TD22040459,10227454,Failed,PR Object not found
582,TD22040471,10226178,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
583,TD22040483,10226139,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
584,TD22040487,10226279,Failed,PR Object not found
585,TD22040489,10226180,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
586,TD22040491,10226140,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
587,TD22040492,10226179,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
588,TD2204051,10226279,Failed,PR Object not found
589,TD22040553,10227732,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
590,TD22040568,10226278,Failed,PR Object not found
591,TD22040634,10224444,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
592,TD22040669,10225083,Failed,PR Object not found
593,TD22040716,10227572,Failed,PR Object not found
594,TD22040739,10227570,Failed,PR Object not found
595,TD22040758,10227572,Failed,PR Object not found
596,TD22040762,10226061,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
597,TD22040773,10226698,Failed,PR Object not found
598,TD22040788,10227572,Failed,PR Object not found
599,TD22040841,10226459,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
600,TD22040850,10226365,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
601,TD2204087,10228208,Failed,PR Object not found
602,TD22041125,10228002,Failed,PR Object not found
603,TD22041139,10225889,Failed,PR Object not found
604,TD22041140,10228002,Failed,PR Object not found
605,TD22041146,10226463,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
606,TD22041159,10223543,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
607,TD22041160,10228008,Failed,PR Object not found
608,TD22041165,10226192,Failed,PR Object not found
609,TD22041166,10226594,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
610,TD2204117,10227201,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
611,TD22041191,10227790,Failed,PR Object not found
612,TD22041425,10226342,Failed,Tender Update not found
613,TD22041442,10226342,Failed,Tender Update not found
614,TD22041917,10228702,Failed,Tender Update not found
615,TD22041945,10226921,Failed,Tender Update not found
616,TD22041974,10228702,Failed,Tender Update not found
617,TD22041993,10228702,Failed,Tender Update not found
618,TD22042020,10226921,Failed,Tender Update not found
619,TD22042036,10224217,Failed,PR Object not found
620,TD2204212,10224530,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
621,TD22042122,10224530,Failed,Tender Update not found
622,TD22042125,10226911,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
623,TD22042126,10227570,Failed,PR Object not found
624,TD22042136,10226342,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
625,TD22042145,10226916,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
626,TD22042164,10224454,Failed,Tender Update not found
627,TD22042168,10224454,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
628,TD22042184,10228979,Failed,PR Object not found
629,TD22042223,10228979,Failed,PR Object not found
630,TD22042238,10223016,Failed,PR Object not found
631,TD22042246,10228702,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
632,TD2204226,10228979,Failed,PR Object not found
633,TD22042273,10227253,Failed,PR Object not found
634,TD22042547,10226677,Failed,PR Object not found
635,TD22042572,10224448,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
636,TD22042574,10225125,Failed,PR Object not found
637,TD22042613,10226912,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
638,TD22042616,10228209,Failed,PR Object not found
639,TD22042626,10202263,Failed,PR Object not found
640,TD22042637,102264621,Failed,PR Object not found
641,TD22042646,10224465,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
642,TD22042649,10226918,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
643,TD22042683,10226474,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
644,TD22042685,10222924,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
645,TD22042688,10227790,Failed,PR Object not found
646,TD22042690,10226477,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
647,TD22042691,10229175,Failed,Tender Update not found
648,TD22042692,10228208,Failed,PR Object not found
649,TD2204277,10228208,Failed,PR Object not found
650,TD22042812,10227178,Failed,PR Object not found
651,TD22042863,10229175,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
652,TD22050253,10228477,Failed,PR Object not found
653,TD22050267,10228478,Failed,PR Object not found
654,TD22050313,10229692,Failed,PR Object not found
655,TD22050325,10229551,Failed,PR Object not found
656,TD22050518,10227888,Failed,PR Object not found
657,TD22050553,10227885,Failed,PR Object not found
658,TD22050576,10229133,Failed,PR Object not found
659,TD22050582,10228096,Failed,PR Object not found
660,TD2205061,10228640,Failed,PR Object not found
661,TD22050617,10227888,Failed,PR Object not found
662,TD2205062,10228687,Failed,PR Object not found
663,TD22050620,10224532,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
664,TD22050631,10228692,Failed,PR Object not found
665,TD2205064,10226913,Failed,PR Object not found
666,TD2205066,10226925,Failed,Tender Update not found
667,TD2205068,10226925,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
668,TD22050917,10229136,Failed,PR Object not found
669,TD22050924,10228230,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
670,TD22050938,10224959,Failed,PR Object not found
671,TD2205094,10228687,Failed,PR Object not found
672,TD22050946,10228230,Failed,Tender Update not found
673,TD22050956,10224532,Failed,Tender Update not found
674,TD22050964,10228690,Failed,PR Object not found
675,TD22050965,10224532,Failed,Tender Update not found
676,TD22050967,10228687,Failed,PR Object not found
677,TD22050970,10224532,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
678,TD22050976,10225219,Failed,PR Object not found
679,TD22051111,10229778,Failed,PR Object not found
680,TD22051116,10226919,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
681,TD22051117,10227302,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
682,TD22051118,10227312,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
683,TD22051121,10229777,Failed,PR Object not found
684,TD22051130,10223613,Failed,PR Object not found
685,TD22051147,10225382,Failed,PR Object not found
686,TD22051161,10226342,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
687,TD22051165,10224217,Failed,PR Object not found
688,TD22051166,10227297,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
689,TD22051170,10229778,Failed,PR Object not found
690,TD22051171,10229775,Failed,PR Object not found
691,TD22051173,10227297,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
692,TD22051184,10227296,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
693,TD2205119,10229776,Failed,PR Object not found
694,TD22051193,10229775,Failed,PR Object not found
695,TD22051198,10229679,Failed,PR Object not found
696,TD22051220,10227455,Failed,PR Object not found
697,TD22051242,10227455,Failed,PR Object not found
698,TD22051288,10225382,Failed,PR Object not found
699,TD22051292,10225383,Failed,PR Object not found
700,TD22051815,10230130,Failed,PR Object not found
701,TD2205182,10230130,Failed,PR Object not found
702,TD22051846,10230132,Failed,PR Object not found
703,TD22051862,10227454,Failed,PR Object not found
704,TD22051915,10226314,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
705,TD2205192,10230021,Failed,PR Object not found
706,TD22051934,10230111,Failed,PR Object not found
707,TD22051947,10230582,Failed,PR Object not found
708,TD22051962,10226880,Failed,PR Object not found
709,TD22051972,10229745,Failed,PR Object not found
710,TD22052013,10230408,Failed,PR Object not found
711,TD22052014,10229735,Failed,PR Object not found
712,TD22052015,10230245,Failed,PR Object not found
713,TD22052018,10226926,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
714,TD22052022,10226921,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
715,TD22052024,10230244,Failed,PR Object not found
716,TD22052025,10228702,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
717,TD22052029,10227568,Failed,PR Object not found
718,TD22052030,10221542,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
719,TD22052036,10230410,Failed,PR Object not found
720,TD22052037,10229677,Failed,PR Object not found
721,TD22052050,10230411,Failed,PR Object not found
722,TD22052055,10226924,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
723,TD22052063,10226923,Failed,Tender Update not found
724,TD22052064,10226925,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
725,TD2205207,10222922,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
726,TD22052070,10230409,Failed,PR Object not found
727,TD22052071,10225012,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
728,TD22052074,10222924,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
729,TD22052077,10228110,Failed,PR Object not found
730,TD2205208,10230413,Failed,PR Object not found
731,TD22052080,10229193,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
732,TD22052086,10226921,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
733,TD22052088,10226928,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
734,TD2205209,10222750,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
735,TD22052115,10230553,Failed,PR Object not found
736,TD22052118,10230220,Failed,PR Object not found
737,TD22052125,10230430,Failed,PR Object not found
738,TD2205213,10229651,Failed,PR Object not found
739,TD22052130,10229651,Failed,PR Object not found
740,TD22052141,10229778,Failed,PR Object not found
741,TD22052142,10229975,Failed,PR Object not found
742,TD22052144,10229981,Failed,PR Object not found
743,TD22052156,10229780,Failed,PR Object not found
744,TD22052161,10229977,Failed,PR Object not found
745,TD22052169,10230220,Failed,PR Object not found
746,TD22052171,10229780,Failed,PR Object not found
747,TD2205231,10227312,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
748,TD22052326,10225613,Failed,PR Object not found
749,TD22052329,10229651,Failed,PR Object not found
750,TD22052339,10226922,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
751,TD22052355,10228208,Failed,PR Object not found
752,TD22052357,10226921,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
753,TD22052364,10229670,Failed,PR Object not found
754,TD22052370,10229979,Failed,PR Object not found
755,TD22052375,10228702,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
756,TD22052385,10229780,Failed,PR Object not found
757,TD22052389,10226923,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
758,TD22052396,10228702,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
759,TD22052398,10226411,Failed,PR Object not found
760,TD22053162,10230059,Failed,PR Object not found
761,TD22053195,10226314,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
762,TD22060110,10230578,Failed,PR Object not found
763,TD22060112,10230935,Failed,PR Object not found
764,TD22060138,10230935,Failed,PR Object not found
765,TD22060141,10229131,Failed,Tender Update not found
766,TD22060152,10230931,Failed,PR Object not found
767,TD22060162,10230011,Failed,PR Object not found
768,TD2206018,10230932,Failed,PR Object not found
769,TD22060217,10230672,Failed,PR Object not found
770,TD22060237,10230932,Failed,PR Object not found
771,TD22060240,10229735,Failed,PR Object not found
772,TD22060299,10217208,Failed,PR Object not found
773,TD22060314,10230961,Failed,PR Object not found
774,TD22060324,10226317,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
775,TD22060333,10226320,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
776,TD22060337,10230963,Failed,PR Object not found
777,TD2206034,10230670,Failed,PR Object not found
778,TD22060343,10230677,Failed,PR Object not found
779,TD22060344,10226316,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
780,TD22060358,10226321,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
781,TD2206036,10231040,Failed,PR Object not found
782,TD22060365,10228002,Failed,PR Object not found
783,TD22060378,10228201,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
784,TD22060387,10226316,Failed,Tender Update not found
785,TD22060715,10230671,Failed,PR Object not found
786,TD22060815,10230673,Failed,PR Object not found
787,TD22060850,10223016,Failed,PR Object not found
788,TD22060866,10230220,Failed,PR Object not found
789,TD2206147,10225691,Failed,PR Object not found
790,TD22061482,10229175,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
791,TD22061519,10228587,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
792,TD22061522,10231385,Failed,PR Object not found
793,TD22061571,10225691,Failed,PR Object not found
794,TD22061594,10231385,Failed,PR Object not found
795,TD22061715,10231026,Failed,PR Object not found
796,TD22061765,10231186,Failed,PR Object not found
797,TD22062035,10231021,Failed,PR Object not found
798,TD22062037,10231435,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
799,TD22062077,10230018,Failed,PR Object not found
800,TD22062095,10231021,Failed,PR Object not found
801,TD22062229,10231016,Failed,PR Object not found
802,TD22062259,10231185,Failed,PR Object not found
803,TD22062281,10231090,Failed,PR Object not found
804,TD22062314,10230153,Failed,PR Object not found
805,TD22062711,10226480,Failed,PR Object not found
806,TD22062728,10231204,Failed,PR Object not found
807,TD22062777,10230220,Failed,PR Object not found
808,TD22062926,10226432,Failed,PR Object not found
809,TD22062938,10228548,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
810,TD22062954,10230153,Failed,PR Object not found
811,TD22062992,10231757,Failed,PR Object not found
812,TD22062993,10231753,Failed,PR Object not found
813,TD22070414,10228692,Failed,PR Object not found
814,TD22070424,10226432,Failed,PR Object not found
815,TD22070427,10228687,Failed,PR Object not found
816,TD22070429,10232112,Failed,PR Object not found
817,TD22070450,10228987,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
818,TD22070472,10232573,Failed,PR Object not found
819,TD2207048,10228478,Failed,PR Object not found
820,TD22070488,10230018,Failed,PR Object not found
821,TD22070494,10228640,Failed,PR Object not found
822,TD22070550,10228477,Failed,PR Object not found
823,TD22070590,10232140,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
824,TD22070617,10232687,Failed,PR Object not found
825,TD22070625,10232656,Failed,PR Object not found
826,TD22070635,10226465,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
827,TD22070662,10228682,Failed,PR Object not found
828,TD22070670,10232657,Failed,PR Object not found
829,TD22070696,10232345,Failed,PR Object not found
830,TD2207073,10227454,Failed,PR Object not found
831,TD22070763,10230578,Failed,PR Object not found
832,TD22070812,10223111,Failed,Tender Update not found
833,TD22070821,10221155,Failed,Tender Update not found
834,TD22070873,10230578,Failed,PR Object not found
835,TD22070877,10223111,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
836,TD22070897,10221155,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
837,TD2207123,10230018,Failed,PR Object not found
838,TD22071331,10232126,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
839,TD22071369,10232126,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
840,TD22071414,10228682,Failed,PR Object not found
841,TD22071422,10221155,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
842,TD22071424,10232636,Failed,PR Object not found
843,TD22071426,10226558,Failed,PR Object not found
844,TD22071439,10228998,Failed,PR Object not found
845,TD22071447,10223613,Failed,PR Object not found
846,TD2207146,10230147,Failed,PR Object not found
847,TD22071475,10226558,Failed,PR Object not found
848,TD22071497,10223111,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
849,TD22071849,10231896,Failed,PR Object not found
850,TD22071877,10231384,Failed,PR Object not found
851,TD22071929,10232754,Failed,PR Object not found
852,TD22071938,10232755,Failed,PR Object not found
853,TD22071964,10232755,Failed,PR Object not found
854,TD22071979,10232754,Failed,PR Object not found
855,TD22072218,10233412,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
856,TD22072225,10228920,Failed,PR Object not found
857,TD22072226,10231523,Failed,PR Object not found
858,TD22072237,10233255,Failed,PR Object not found
859,TD2207224,10233255,Failed,PR Object not found
860,TD22072241,10230939,Failed,PR Object not found
861,TD22072244,10228457,Failed,PR Object not found
862,TD22072255,10231371,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
863,TD22072256,10232977,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
864,TD22072257,10233408,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
865,TD22072260,10225940,Failed,PR Object not found
866,TD22072266,102277990,Failed,PR Object not found
867,TD22072283,10232985,Failed,PR Object not found
868,TD22080266,10233516,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
869,TD22080294,10233516,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
870,TD22080381,10229832,Failed,PR Object not found
871,TD22080519,10226498,Failed,PR Object not found
872,TD22080548,10232636,Failed,PR Object not found
873,TD2208055,10231388,Failed,PR Object not found
874,TD22080579,10233705,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
875,TD22080587,10234292,Failed,PR Object not found
876,TD22080596,10232684,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
877,TD22081010,10226401,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
878,TD22081015,10226401,Failed,Tender Update not found
879,TD22081095,10226401,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
880,TD22081116,10233938,Failed,PR Object not found
881,TD22081126,10221542,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
882,TD2208114,10233715,Failed,PR Object not found
883,TD22081197,10233940,Failed,PR Object not found
884,TD22081229,10234144,Failed,PR Object not found
885,TD22081265,10234143,Failed,PR Object not found
886,TD22081810,10234818,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
887,TD22081851,10229133,Failed,PR Object not found
888,TD22081863,10234816,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
889,TD22081879,10234603,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
890,TD22081928,10234311,Failed,PR Object not found
891,TD2208194,10234311,Failed,PR Object not found
892,TD22082219,10234818,Failed,Tender Update not found
893,TD22082226,10234800,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
894,TD22082238,10234816,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
895,TD22082243,10233546,Failed,PR Object not found
896,TD22082249,10234818,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
897,TD22082252,10232613,Failed,PR Object not found
898,TD22082264,10234011,Failed,PR Object not found
899,TD2208228,10232611,Failed,PR Object not found
900,TD22082310,10234772,Failed,PR Object not found
901,TD22082325,10234772,Failed,PR Object not found
902,TD22082362,10233112,Failed,PR Object not found
903,TD22082373,10233111,Failed,PR Object not found
904,TD22082544,10234908,Failed,PR Object not found
905,TD22082557,10234907,Failed,PR Object not found
906,TD22082562,10234905,Failed,PR Object not found
907,TD22082575,10235187,Failed,PR Object not found
908,TD22082616,10230677,Failed,PR Object not found
909,TD22082633,10234772,Failed,PR Object not found
910,TD22082657,10232611,Failed,PR Object not found
911,TD22082658,10230677,Failed,PR Object not found
912,TD22082671,10230677,Failed,PR Object not found
913,TD2208268,10230677,Failed,PR Object not found
914,TD22082685,10230677,Failed,PR Object not found
915,TD22082922,10234908,Failed,PR Object not found
916,TD22082957,10233111,Failed,PR Object not found
917,TD22082978,10230678,Failed,PR Object not found
918,TD22083034,10230673,Failed,PR Object not found
919,TD22083061,10230673,Failed,PR Object not found
920,TD22090122,10233982,Failed,PR Object not found
921,TD22090128,10235022,Failed,PR Object not found
922,TD22090134,10233982,Failed,PR Object not found
923,TD22090158,10232614,Failed,PR Object not found
924,TD22090163,10227899,Failed,PR Object not found
925,TD22090166,10235249,Failed,PR Object not found
926,TD22090174,10234147,Failed,PR Object not found
927,TD22090182,10235342,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
928,TD22090196,10227899,Failed,PR Object not found
929,TD22090262,10233111,Failed,PR Object not found
930,TD22090588,10233111,Failed,PR Object not found
931,TD22090615,10230671,Failed,PR Object not found
932,TD22090633,10235100,Failed,PR Object not found
933,TD22090642,10234941,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
934,TD22090681,10235102,Failed,PR Object not found
935,TD22090920,10223543,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
936,TD22090922,10233111,Failed,PR Object not found
937,TD22090930,10236646,Failed,PR Object not found
938,TD22090940,10236648,Failed,PR Object not found
939,TD22090965,10235102,Failed,PR Object not found
940,TD22091258,10229670,Failed,PR Object not found
941,TD22091273,10232611,Failed,PR Object not found
942,TD22091296,10230671,Failed,PR Object not found
943,TD2209131,10236417,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
944,TD22091323,10235904,Failed,PR Object not found
945,TD22091346,10235903,Failed,PR Object not found
946,TD2209135,10236409,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
947,TD22091358,10236412,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
948,TD22091367,10235902,Failed,PR Object not found
949,TD22091372,10235899,Failed,PR Object not found
950,TD22091384,10235901,Failed,PR Object not found
951,TD22091397,10236401,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
952,TD2209142,10233503,Failed,PR Object not found
953,TD2209143,10232400,Failed,PR Object not found
954,TD22091452,10233502,Failed,PR Object not found
955,TD22091526,10226430,Failed,PR Object not found
956,TD22091592,10226427,Failed,PR Object not found
957,TD22092212,10232400,Failed,PR Object not found
958,TD2209238,10232400,Failed,PR Object not found
959,TD22092637,PR10235399,Failed,PR Object not found
960,TD22092652,10236660,Failed,PR Object not found
961,TD22092718,10226426,Failed,PR Object not found
962,TD2209272,22091526,Failed,PR Object not found
963,TD22092723,10236660,Failed,PR Object not found
964,TD22092740,10226427,Failed,PR Object not found
965,TD22092751,10234594,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
966,TD22092784,10236169,Failed,Tender Update not found
967,TD22092789,10236842,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
968,TD2209281,10237118,Failed,PR Object not found
969,TD2209283,10237175,Failed,PR Object not found
970,TD22092859,10236840,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
971,TD22092866,10237117,Failed,PR Object not found
972,TD22092882,10237010,Failed,PR Object not found
973,TD22092885,10237119,Failed,PR Object not found
974,TD22100610,10235827,Failed,PR Object not found
975,TD22100614,10230671,Failed,PR Object not found
976,TD22100616,10235102,Failed,PR Object not found
977,TD22100625,10237390,Failed,PR Object not found
978,TD22100640,10235755,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
979,TD22100642,10235410,Failed,PR Object not found
980,TD22100660,10236697,Failed,PR Object not found
981,TD22100662,10232611,Failed,PR Object not found
982,TD22100663,10237366,Failed,PR Object not found
983,TD22100666,10233966,Failed,PR Object not found
984,TD22100667,10237372,Failed,PR Object not found
985,TD22100672,10235827,Failed,PR Object not found
986,TD22100680,10235946,Failed,PR Object not found
987,TD22100683,10236683,Failed,PR Object not found
988,TD22100686,10237239,Failed,PR Object not found
989,TD22100696,10235827,Failed,PR Object not found
990,TD22100697,10235828,Failed,PR Object not found
991,TD22100715,10232611,Failed,PR Object not found
992,TD22100738,10237413,Failed,PR Object not found
993,TD22100746,10230289,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
994,TD22100755,10235409,Failed,PR Object not found
995,TD22100758,10235418,Failed,PR Object not found
996,TD22100759,10230937,Failed,PR Object not found
997,TD22100774,10231031,Failed,PR Object not found
998,TD22100776,10237993,Failed,PR Object not found
999,TD22100777,10235099,Failed,PR Object not found
1000,TD22100780,10235409,Failed,PR Object not found
1001,TD22100784,10232611,Failed,PR Object not found
1002,TD22101051,10235418,Failed,PR Object not found
1003,TD22101122,10235399,Failed,PR Object not found
1004,TD22101188,10235399,Failed,PR Object not found
1005,TD22101236,10237369,Failed,PR Object not found
1006,TD22101251,10237371,Failed,PR Object not found
1007,TD22101259,10237237,Failed,PR Object not found
1008,TD22101262,10237370,Failed,PR Object not found
1009,TD22101282,10237368,Failed,PR Object not found
1010,TD22101283,10237240,Failed,PR Object not found
1011,TD22101288,10237373,Failed,PR Object not found
1012,TD22101294,10238236,Failed,PR Object not found
1013,TD22101323,10228548,Failed,"(1048, ""Column 'proc_plan_id' cannot be null"")"
1014,TD2210133,10237350,Failed,PR Object not found
1015,TD2210138,10237374,Failed,PR Object not found
1016,TD22101393,10237375,Failed,PR Object not found
1017,TD22101433,10238443,Failed,PR Object not found
1018,TD22101812,10238840,Failed,PR Object not found
1019,TD22101830,10238830,Failed,PR Object not found
1020,TD22101864,10238802,Failed,PR Object not found
1021,TD2210188,10238828,Failed,PR Object not found
1022,TD22101886,10238829,Failed,PR Object not found
1023,TD22101988,10238070,Failed,PR Object not found
1024,TD22102578,10234594,Failed,Tender Update not found
1025,TD22102620,10239398,Failed,PR Object not found
1026,TD22102635,10233453,Failed,PR Object not found
