"document_id","supplier1","rfq_no","payment_terms1","bid_validity1","delivery_period1","technical_specifications1","valid_tax_clearance1","registered_with_praz1","site_visit_done1","samples_delivered1","decision1","total1","remarks1","supplier2","payment_terms2","bid_validity2","delivery_period2","decision2","total2","technical_specifications2","valid_tax_clearance2","registered_with_praz2","site_visit_done2","samples_delivered2","remarks2","supplier3","payment_terms3","bid_validity3","delivery_period3","technical_specifications3","valid_tax_clearance3","registered_with_praz3","site_visit_done3","samples_delivered3","decision3","total3","remarks3","supplier4","payment_terms4","bid_validity4","delivery_period4","technical_specifications4","valid_tax_clearance4","registered_with_praz4","site_visit_done4","samples_delivered4","decision4","total4","remarks4","supplier5","payment_terms5","bid_validity5","delivery_period5","technical_specifications5","valid_tax_clearance5","registered_with_praz5","site_visit_done5","samples_delivered5","decision5","total5","remarks5","supplier6","payment_terms6","bid_validity6","delivery_period6","technical_specifications6","valid_tax_clearance6","registered_with_praz6","site_visit_done6","samples_delivered6","decision6","total6","remarks6","supplier7","payment_terms7","bid_validity7","delivery_period7","technical_specifications7","valid_tax_clearance7","registered_with_praz7","site_visit_done7","samples_delivered7","decision7","total7","remarks7","supplier8","payment_terms8","bid_validity8","delivery_period8","technical_specifications8","valid_tax_clearance8","registered_with_praz8","site_visit_done8","samples_delivered8","decision8","total8","remarks8","supplier9","payment_terms9","bid_validity9","delivery_period9","technical_specifications9","valid_tax_clearance9","registered_with_praz9","site_visit_done9","samples_delivered9","decision9","total9","remarks9","supplier10","payment_terms10","bid_validity10","delivery_period10","technical_specifications10","valid_tax_clearance10","registered_with_praz10","site_visit_done10","samples_delivered10","decision10","total10","remarks10","supplier11","payment_terms11","bid_validity11","delivery_period11","technical_specifications11","valid_tax_clearance11","registered_with_praz11","site_visit_done11","samples_delivered11","decision11","total11","remarks11","supplier12","payment_terms12","bid_validity12","delivery_period12","technical_specifications12","valid_tax_clearance12","registered_with_praz12","site_visit_done12","samples_delivered12","decision12","total12","remarks12","supplier13","payment_terms13","bid_validity13","delivery_period13","technical_specifications13","valid_tax_clearance13","registered_with_praz13","site_visit_done13","samples_delivered13","decision13","total13","remarks13","supplier14","payment_terms14","bid_validity14","delivery_period14","technical_specifications14","valid_tax_clearance14","registered_with_praz14","site_visit_done14","samples_delivered14","decision14","total14","remarks14","supplier15","payment_terms15","bid_validity15","delivery_period15","technical_specifications15","valid_tax_clearance15","registered_with_praz15","site_visit_done15","samples_delivered15","decision15","total15","remarks15","supplier16","payment_terms16","bid_validity16","delivery_period16","technical_specifications16","valid_tax_clearance16","registered_with_praz16","site_visit_done16","samples_delivered16","decision16","total16","remarks16","supplier17","payment_terms17","bid_validity17","delivery_period17","technical_specifications17","valid_tax_clearance17","registered_with_praz17","site_visit_done17","samples_delivered17","decision17","total17","remarks17","supplier18","payment_terms18","bid_validity18","delivery_period18","technical_specifications18","valid_tax_clearance18","registered_with_praz18","site_visit_done18","samples_delivered18","decision18","total18","remarks18","supplier19","payment_terms19","bid_validity19","delivery_period19","technical_specifications19","valid_tax_clearance19","registered_with_praz19","site_visit_done19","samples_delivered19","decision19","total19","remarks19","supplier20","payment_terms20","bid_validity20","delivery_period20","technical_specifications20","valid_tax_clearance20","registered_with_praz20","site_visit_done20","samples_delivered20","decision20","total20","remarks20","status","user1","status_1","date_1","user2","status_2","date_2","user3","status_3","date_3","user4","status_4","date_4","user5","status_5","date_5","user6","status_6","date_6","user7","status_7","date_7","user8","status_8","date_8","user9","status_9","date_9","user10","status_10","date_10","finance_user","finance_status","finance_date","gm_user","gm_status","gm_date","recommendation","ranking1","ranking2","ranking3","ranking4","ranking5","order_number","reason_1","reason_2","reason_3","order_date","order_status","payment_status","grn_delivery_status","grn_status","site_visit_required","samples_required"
"TD20110352","Elath Investments P/L","RQ20102323","on","on","on","on",,,,,"on","320500","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-04 13:29:36","ze232343","1","2020-11-04 08:43:15","ze361074","1","2020-11-03 10:08:24","ze48020","1","2020-11-04 11:18:31","ze37753","1","2020-11-03 13:52:50",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 09:08:40","ze045210","2","2020-11-10 18:14:02"," Elath Investments P/L being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$320500 excluding VAT.","Elath Investments P/L",,,,,,,,"Let  us discuss EM and FM .","0000-00-00","0",,,"0",,
"TD20110357","Elath Investments P/L","RQ20092848","on","on","on","on",,,,,"on","70400","Complying with required specifications","Plenthope Investments P/L","on","on","on","on","56000","on",,,,,"Complying with required specifications","Yellow Portion Investments ","on","on","on","on",,,,,"on","46080","Complying with required specifications","Pure Chemicals","on",,"on","on",,,,,,"36000","Not complying on bid validity as it was not stated on the quotation","AMTEC","on","on","on","on",,,,,"on","13240","Complying with required specifications","GM Motor Parts","on","on","on","on",,,,,"on","21120","Complying with required soecifications",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 09:52:38","ze232343","1","2020-11-04 08:42:06","ze361074","1","2020-11-03 16:14:27","ze48020","1","2020-11-04 11:09:40","ze37753","1","2020-11-04 14:22:49",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 15:56:26","ze045210","1","2020-11-05 15:58:54"," AMTEC being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$13240 excluding VAT.","AMTEC","GM Motor Parts","Yellow Portion Investments ","Plenthope Investments P/L","Elath Investments P/L","4500204317",,,,"2020-11-06","1",,,"0",,
"TD20110358","Elath Investments P/L","RQ20102128","on","on","on","on",,,,,"on","98650","MEET REQUIRED SPECIFICATIONS","Stochack Trading","on","on","on","on","32000","on",,,,,"MEET REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-04 10:21:19","ze232343","1","2020-11-04 08:41:34","ze361074","1","2020-11-03 08:38:10","ze318833","1","2020-11-03 12:01:03","ze37753","1","2020-11-03 09:55:47",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 09:22:02","ze045210","1","2020-11-06 12:23:37"," Stochack Trading being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$32000 excluding VAT.","Stochack Trading","Elath Investments P/L",,,,"4500201360",,,,"2020-11-09","1",,,"0",,
"TD20110375","Elath Investments P/L","RQ20102171","on","on","on","on",,,,,"on","98650","MEET REQUIRED SPECIFICATIONS","Stochack Trading","on","on","on","on","32000","on",,,,,"MEET REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-04 10:20:26","ze232343","1","2020-11-04 08:41:15","ze361074","1","2020-11-03 08:30:56","ze318833","1","2020-11-03 12:01:18","ze37753","1","2020-11-03 09:55:30",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 09:21:32","ze045210","1","2020-11-06 12:23:44"," Stochack Trading being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$32000 excluding VAT.","Stochack Trading","Elath Investments P/L",,,,"4500204363",,,,"2020-11-09","1",,,"0",,
"TD20110380","Stochack Trading","RQ20102778","on","on","on","on",,,,,"on","94525","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-04 10:19:36","ze232343","1","2020-11-04 08:43:03","ze361074","1","2020-11-03 08:57:33","ze318833","1","2020-11-03 12:01:34","ze37753","1","2020-11-03 09:55:12",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 09:07:51","ze045210","2","2020-11-10 18:11:36"," Stochack Trading being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$94525 excluding VAT.","Stochack Trading",,,,,,,,"Buy directly from manufacturers","0000-00-00","0",,,"0",,
"TD20110436","Plenthope Investments Pvt Ltd","RQ20092839","on","on","on","on",,,,,"on","224000","COMPYING WITH REQUIRED SPECIFICATIONS","Elath Investments","on","on","on","on","146300","on",,,,,"COMPLYING WITH REQUIRED SPECIFICATIONS","Pure Chemicals","on",,"on","on",,,,,,"143000","DID NOT STATE BID VALIDITY AND BRAND NAME","Swingtone Enterprises Pvt Ltd","on","on","on","on",,,,,"on","118000","COMPLYING WITH REQUIRED SPECIFCATIONS","AMTEC motors","on","on","on","on",,,,,"on","105013.2","COMPLYING WITH REQUIRED SPECIFICATIONS","Yellow Portion Investments ","on","on","on",,,,,,,"140000","DID NOT STATE BRAND NAME",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 17:14:42","ze232343","1","2020-11-04 14:21:50","ze361074","1","2020-11-04 11:42:39","ze48020","1","2020-11-05 14:46:07","ze37753","1","2020-11-04 14:22:34",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 09:09:24","ze045210","1","2020-11-10 16:49:36"," AMTEC motors being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$105013.2 excluding VAT.","AMTEC motors","Swingtone Enterprises Pvt Ltd","Elath Investments","Plenthope Investments Pvt Ltd",,"4500204541",,,,"2020-11-12","1",,,"0",,
"TD2011045","Swingtone Enterprises","RQ20092833","on","on","on","on",,,,,"on","43600","COMPYING WITH REQUIRED SPECIFICATIONS","Yellow Portion Investments ","on","on","on",,"45600",,,,,,"DID NOT STATE BRAND NAME","G.M Motor Parts","on","on","on","on",,,,,"on","42000","COMPYING WITH REQUIRED SPECIFICATIONS","Pure Chemical","on",,"on","on",,,,,,"38800","DID NOT STATE BID VALIDITY AND BRAND NAME","Elath Investments","on","on","on","on",,,,,"on","62700","COMPLYING WITH REQUIRED SPECIFICATIONS","Plenthope Investments Pvt Ltd","on","on","on","on",,,,,"on","67200","COMPLYING WITH REQUIRED SPECIFICATIONS","AMTEC motors","on","on","on","on",,,,,"on","25310.04","COMPLYING WITH REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 09:51:20","ze232343","1","2020-11-04 14:22:09","ze361074","1","2020-11-04 11:03:15","ze48020","1","2020-11-04 11:13:59","ze37753","1","2020-11-04 14:22:18",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 15:52:22","ze045210","1","2020-11-05 15:53:32"," AMTEC motors being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$25310.04 excluding VAT.","AMTEC motors","G.M Motor Parts","Swingtone Enterprises","Elath Investments","Plenthope Investments Pvt Ltd","4500204357",,,,"2020-11-09","1",,,"0",,
"TD20110465","PROWESS TECHNOLOGIES","RQ20101991",,"on",,"on",,,,,,"207900","NOT COMPLYING ON PAYMENT TERMS AND DELIVERY PERIOD","RAELMORGEN ENTERPRISES","on","on","on","on","206113.52","on",,,,,"COMPLYING WITH REQIRED SPECIFICATIONS","DIRECT EQUIPMENT","on","on","on","on",,,,,"on","226380","COMPLYING WITH REQUIRED SPECIFICATIONS","Pyramid Enterprises Pvt Ltd","on","on","on","on",,,,,"on","544824","COMPLYING WITH REQUIRED SPECIFICATIONS","Laler One Technology","on","on","on","on",,,,,"on","252326","COMPLYING WITH REQUIRED SPECIFICATIONS","MINDSPARK MARKETING PVT LTD","on","on","on","on",,,,,"on","225900","COMPLYING WITH REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-12 15:05:07","ze232343","1","2020-11-04 14:22:37","ze361074","1","2020-11-04 12:57:31","ze297232","1","2020-11-11 09:16:38","ze37753","1","2020-11-04 14:21:44",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-13 15:23:06","ze045210","1","2020-11-17 11:36:05"," RAELMORGEN ENTERPRISES being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$206113.52 excluding VAT.","RAELMORGEN ENTERPRISES","MINDSPARK MARKETING PVT LTD","DIRECT EQUIPMENT","Laler One Technology","Pyramid Enterprises Pvt Ltd","4500204849",,,,"2020-11-18","1",,,"0",,
"TD20110480","Plenthope Investments P/L","RQ20092830","on","on","on","on",,,,,"on","84000","MEET REQUIRED SPECIFICATIONS","Elath Investments P/L","on","on","on","on","82500","on",,,,,"MEET REQUIRED SPECIFICATIONS","Yellow Portion Investments ","on","on","on","on",,,,,"on","59400","MEET REQUIRED SPECIFICATIONS","Pure Chemicals","on",,"on","on",,,,,,"42900","NOT COMPLYING ON BID VALIDITY","AMTEC motors","on","on","on","on",,,,,"on","20672.4","MEET REQUIRED SPECIFICATIONS","GM Motor Parts","on","on","on","on",,,,,"on","42999.9","MEET REQUIRED SPECIFICATIONS","Swingtone Enterprises","on","on","on","on",,,,,"on","61200","MEET REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 09:51:54","ze232343","1","2020-11-04 08:42:19","ze361074","1","2020-11-04 08:36:21","ze48020","1","2020-11-04 11:15:22","ze37753","1","2020-11-04 14:22:07",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 15:55:59","ze045210","1","2020-11-05 15:57:51"," AMTEC motors being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$20672.4 excluding VAT.","AMTEC motors","GM Motor Parts","Yellow Portion Investments ","Swingtone Enterprises","Elath Investments P/L","4500204320",,,,"2020-11-06","1",,,"0",,
"TD20110494","Plenthope Investments P/L","RQ20092856","on","on","on","on",,,,,"on","33600","MEET REQUIRED SPECIFICATIONS","Pure Chemicals","on",,"on",,"16000","on",,,,,"NOT COMPLYING ON BID VALIDITY AS IT WAS NOT STATED ON THE QUOTATION","GM Motor Parts","on","on","on","on",,,,,"on","25200","MEET REQUIRED SPECIFICATIONS","Swingtone Enterprises Pvt Ltd","on","on","on","on",,,,,"on","24400","MEET REQUIRED SPECIFICATIONS","AMTEC motors","on","on","on","on",,,,,"on","11493.4","MEET REQUIRED SPECIFICATIONS",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 09:51:41","ze232343","1","2020-11-04 10:09:32","ze361074","1","2020-11-04 09:23:27","ze48020","1","2020-11-04 11:16:50","ze37753","1","2020-11-04 14:21:57",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-05 15:54:05","ze045210","1","2020-11-05 15:57:24"," AMTEC motors being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$11493.4 excluding VAT.","AMTEC motors","Swingtone Enterprises Pvt Ltd","GM Motor Parts","Plenthope Investments P/L",,"4500204322",,,,"2020-11-06","1",,,"0",,
"TD20110524","Swisstrans Enterprises","RQ20091633","on","on","on","on",,,,,"on","180000","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 17:14:06","ze232343","1","2020-11-05 15:29:41","ze361074","1","2020-11-05 08:14:31","ze48020","1","2020-11-05 14:54:32","ze37753","1","2020-11-05 08:35:36",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 08:56:05","ze045210","1","2020-11-10 16:45:23"," Swisstrans Enterprises being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$180000 excluding VAT.","Swisstrans Enterprises",,,,,"4500204534",,,,"2020-11-12","1",,,"0",,
"TD20110544","Dawnwise","RQ20102034","on","on","on","on",,,,,"on","206380","SAMPLE ACCEPTED","Swordwear","on","on","on",,"246500",,,,,,"NO SAMPLES PROVIDED",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-10 15:09:44","ze232343","1","2020-11-05 15:30:03","ze361074","1","2020-12-03 08:14:51","ze223670","1","2020-11-06 09:22:57","ze37753","1","2020-11-05 15:19:20",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-11 11:20:43","ze045210","2","2020-11-12 16:34:42"," Dawnwise being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$206380 excluding VAT.","Dawnwise",,,,,,,,"Do the samples evaluation and produce a report","0000-00-00","0",,,"0",,
"TD20110556","Swisstrans Enterprises","RQ20091661","on","on","on","on",,,,,"on","180000","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 17:13:53","ze232343","1","2020-11-05 15:29:29","ze361074","1","2020-11-05 08:17:35","ze48020","1","2020-11-05 14:53:13","ze37753","1","2020-11-05 08:35:28",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 08:56:31","ze045210","1","2020-11-10 16:45:38"," Swisstrans Enterprises being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$180000 excluding VAT.","Swisstrans Enterprises",,,,,"4500204539",,,,"2020-11-12","1",,,"0",,
"TD20110564","Swisstrans Enterprises","RQ2009176","on","on","on","on",,,,,"on","180000","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-05 17:13:42","ze232343","1","2020-11-05 15:29:18","ze361074","1","2020-11-05 08:22:56","ze48020","1","2020-11-05 14:47:38","ze37753","1","2020-11-05 08:35:20",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-10 08:57:18","ze045210","1","2020-11-10 16:45:49"," Swisstrans Enterprises being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$180000 excluding VAT.","Swisstrans Enterprises",,,,,"4500204536",,,,"2020-11-12","1",,,"0",,
"TD20110594","Swisstrans Enterprises","RQ20091633","on","on","on","on",,,,,"on","180000","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","0","0000-00-00 00:00:00","ze232343","0","0000-00-00 00:00:00","ze361074","1","2020-11-05 08:14:31","ze48020","0","0000-00-00 00:00:00","ze37753","2","2020-11-05 08:35:09",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," Swisstrans Enterprises being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$180000 excluding VAT.","Swisstrans Enterprises",,,,,,"Duplication for the same depot",,,"0000-00-00","0",,,"0",,
"TD20110694","AMTEC motors","RQ20090477","on","on","on","on",,,,,"on","13973.8","MEET REQUIRED SPECIFICATIONS",,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2020-11-17 13:12:47","ze232343","1","2020-11-06 09:06:13","ze361074","1","2020-11-06 09:02:10","ze48020","1","2020-11-16 12:01:26","ze37753","1","2020-11-09 15:24:59",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2020-11-18 13:45:58","ze045210","1","2020-11-18 16:04:13"," AMTEC motors being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$13973.8 excluding VAT.","AMTEC motors",,,,,"4500204977",,,,"2020-11-19","1",,,"0",,
