"adjid","status1","section_code1","update_user1","status2","status3","status4","status5","update_user2","update_user3","update_user4","update_user5","section_code2","section_code3","section_code4","section_code5","id","update_date1","update_date2","update_date3","update_date4","checked","checked_by","check_date","reason","reason_1","reason_2","reason_3","reason_4","order_status","order_number","payment_status","grn_delivery_status","grn_status"
"D22032854","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","232","2022-03-29 09:14:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22032893","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","233","2022-03-29 09:14:51","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22032996","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","234","2022-03-29 02:30:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22040899","1","523001","ze239046","2","0","0","0","ze309702"," "," "," "," "," "," "," ","235","2022-04-12 11:08:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22041280","1","524402","ze345237","2","0","0","0","ze336319"," "," "," "," "," "," "," ","236","2022-12-02 20:01:20","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2","ze307629","2022-04-19 15:04:19"," "," "," "," "," ","0",,,,"0"
"D22041933","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","238","2022-04-19 03:48:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22041934","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","237","2022-04-19 03:48:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22041948","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","239","2022-04-19 04:29:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042015","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","240","2022-04-22 10:03:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042131","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","242","2022-04-22 10:03:29","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042155","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","241","2022-04-22 10:03:33","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042258","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","244","2022-04-25 02:14:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042260","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","243","2022-04-25 02:15:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2204265","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","246","2022-04-27 03:28:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042680","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","247","2022-04-27 03:28:33","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042683","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","248","2022-04-27 03:28:29","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042684","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","245","2022-04-27 03:28:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042927","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","249","2022-05-03 11:22:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22042975","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","250","2022-05-03 11:22:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050437","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","251","2022-05-04 02:38:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050510","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","253","2022-05-06 05:58:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2205054","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","254","2022-05-06 05:58:22","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050557","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","252","2022-05-06 05:59:34","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050611","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","256","2022-05-06 05:58:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050633","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","255","2022-05-06 05:58:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050651","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","257","2022-05-06 05:58:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050919","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","258","2022-05-09 04:26:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050948","1","524402","ze345237","0","0","0","0"," "," "," "," "," "," "," "," ","262","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2","ze307629","2022-05-09 15:46:50"," "," "," "," "," ","0",,,,"0"
"D22050960","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","260","2022-05-09 04:25:53","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050975","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","261","2022-05-09 04:25:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22050978","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","259","2022-05-09 04:25:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051211","1","523001","ze346373","2","0","0","0","ze309702"," "," "," "," "," "," "," ","266","2022-05-12 04:57:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051218","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","264","2022-05-12 04:58:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051272","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","263","2022-05-12 04:58:09","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051299","1","523001","ze346373","2","0","0","0","ze309702"," "," "," "," "," "," "," ","265","2022-05-12 04:58:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051383","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","267","2022-05-17 04:26:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051769","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","268","2022-05-17 04:26:04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051782","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","269","2022-05-17 04:26:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051861","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","273","2022-05-20 08:36:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051873","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","272","2022-05-20 08:36:31","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051880","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","270","2022-05-20 08:36:39","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051887","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","271","2022-05-20 08:36:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051967","1","526001","ze293180","2","0","0","0","ze234001"," "," "," "," "," "," "," ","275","2022-05-19 05:32:23","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22051980","1","526001","ze293180","1","0","0","0","ze234001"," "," "," "," "," "," "," ","274","2022-05-19 16:41:39","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","Attach approval letter and invitation letter"," "," "," ","0",,,,"0"
"D22052722","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","280","2022-05-30 10:32:58","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052737","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","284","2022-05-30 10:32:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052745","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","276","2022-05-30 10:33:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052750","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","277","2022-05-30 06:26:53","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2205276","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","282","2022-05-30 10:32:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052761","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","281","2022-05-30 06:26:46","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052770","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","285","2022-05-30 10:32:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052780","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","283","2022-05-30 10:32:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22052798","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","278","2022-05-30 10:33:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053016","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","290","2022-05-30 06:26:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053040","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","289","2022-05-30 06:26:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053054","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","288","2022-05-30 06:26:34","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053071","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","287","2022-05-30 06:26:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053076","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","286","2022-05-30 06:26:42","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053080","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","292","2022-05-30 06:26:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22053098","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","291","2022-05-30 06:26:22","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22060281","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","293","2022-06-02 05:20:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22060323","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","294","2022-06-03 04:05:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22060994","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","295","2022-06-14 02:37:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22061366","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","296","2022-06-14 02:37:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22061624","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","297","2022-06-20 09:07:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062112","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","301","2022-06-22 09:35:42","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062121","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","298","2022-06-21 12:45:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062122","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","299","2022-06-22 09:35:54","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062190","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","300","2022-06-22 09:35:46","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062370","1","527001","ze51705","2","0","0","0","ze300950"," "," "," "," "," "," "," ","302","2022-06-23 02:49:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062373","1","527001","ze51705","1","0","0","0","ze300950"," "," "," "," "," "," "," ","303","2022-06-23 14:49:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","duplicate"," "," "," ","0",,,,"0"
"D2206241","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","304","2022-06-27 12:01:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062477","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","305","2022-06-27 12:01:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062715","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","307","2022-06-27 04:51:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062783","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","306","2022-06-27 04:51:33","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062785","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","308","2022-06-27 04:51:24","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062837","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","309","2022-06-29 02:45:34","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22062973","1","523001","ze296538","1","0","0","0","ze309702"," "," "," "," "," "," "," ","310","2022-06-29 14:46:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","redo"," "," "," ","0",,,,"0"
"D22070152","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","312","2022-07-05 09:02:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070175","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","311","2022-07-05 09:02:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070479","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","313","2022-07-05 09:02:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070550","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","314","2022-07-11 11:26:11","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070716","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","315","2022-07-11 11:26:06","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2207076","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","316","2022-07-11 11:26:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070774","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","317","2022-07-11 11:25:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070828","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","319","2022-07-11 11:25:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22070842","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","318","2022-07-11 11:25:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22072535","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","321","2022-07-25 04:30:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22072596","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","320","2022-07-25 04:30:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080147","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","323","2022-08-01 18:14:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080183","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","322","2022-08-01 18:14:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080197","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","324","2022-08-01 18:14:10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080211","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","326","2022-08-03 17:48:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080251","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","325","2022-08-03 17:48:07","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2208042","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","327","2022-08-04 18:23:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080429","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","328","2022-08-05 14:36:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22080443","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","329","2022-08-05 14:36:16","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081030","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","331","2022-08-10 13:47:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081047","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","333","2022-08-10 13:47:39","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081056","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","334","2022-08-10 13:47:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2208109","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","330","2022-08-10 13:47:51","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081099","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","332","2022-08-10 13:47:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
